% wavelengths for 4STARB NIR spectrometer (512 channels) derived from 96228_B130251L03_771_test-cert_20141015-120501.pdf and recorded on 2017-10-03 23:03:03.
% C0 (TOA Counts) for 4STARB NIR spectrometer (512 channels) derived from the Ames Rooftop comparison and recorded on 2017-10-03 23:03:03.
% See 4STARB_20170513.ipynb for details of the rooftop comparison and c0 file generation. Yohei Shinozuka
Pix Wavelength C0 C0err
195 1274.99 0.39937256      1e+10
194 1273.47 0.43976558      1e+10
193 1271.95 0.46912915      1e+10
192 1270.43  0.5621683      1e+10
191 1268.90 0.62559826      1e+10
190 1267.38 0.66688823      1e+10
189 1265.85 0.64035152      1e+10
188 1264.32 0.63239613      1e+10
187 1262.79 0.57419088      1e+10
186 1261.26 0.55034357      1e+10
185 1259.73 0.51235239      1e+10
184 1258.19 0.47002217      1e+10
183 1256.66 0.38689763      1e+10
182 1255.12 0.32552847      1e+10
181 1253.58 0.28253342      1e+10
180 1252.04 0.31074461      1e+10
179 1250.50 0.38367664      1e+10
178 1248.96  0.4454936      1e+10
177 1247.42 0.48645239      1e+10
176 1245.87 0.48124771      1e+10
175 1244.32 0.44137973      1e+10
174 1242.78 0.43461763      1e+10
173 1241.23 0.48571682      1e+10
172 1239.67 0.53300021      1e+10
171 1238.12 0.55663926      1e+10
170 1236.57 0.54637204      1e+10
169 1235.01 0.55070167      1e+10
168 1233.46  0.5972397      1e+10
167 1231.90 0.67618263      1e+10
166 1230.34 0.76430771      1e+10
165 1228.78 0.82842335      1e+10
164 1227.21 0.83569178      1e+10
163 1225.65 0.86056086      1e+10
162 1224.08 0.87753119      1e+10
161 1222.51 0.93088326      1e+10
160 1220.95 0.96628623      1e+10
159 1219.38 0.99642211      1e+10
158 1217.80 0.95065177      1e+10
157 1216.23 0.91148527      1e+10
156 1214.66 0.89276723      1e+10
155 1213.08  0.9162052      1e+10
154 1211.50 0.93831865      1e+10
153 1209.92 0.98959015      1e+10
152 1208.34  1.0256009      1e+10
151 1206.76  1.0206408      1e+10
150 1205.17  1.0101315      1e+10
149 1203.59  1.0337868      1e+10
148 1202.00 0.99504904      1e+10
147 1200.41  1.0240166      1e+10
146 1198.82 0.99777069      1e+10
145 1197.23  1.0107225      1e+10
144 1195.63  1.0007289      1e+10
143 1194.04  1.0174486      1e+10
142 1192.44  1.0465476      1e+10
141 1190.84  1.0304111      1e+10
140 1189.24  1.0453559      1e+10
139 1187.64 0.99848472      1e+10
138 1186.04  1.0347671      1e+10
137 1184.43 0.98883185      1e+10
136 1182.83 0.99997933      1e+10
135 1181.22   1.003578      1e+10
134 1179.61  0.9990164      1e+10
133 1178.00 0.97652681      1e+10
132 1176.38 0.98870288      1e+10
131 1174.77 0.94520903      1e+10
130 1173.15 0.96468196      1e+10
129 1171.53 0.92751821      1e+10
128 1169.91 0.95534949      1e+10
127 1168.29  0.9641282      1e+10
126 1166.67 0.92259958      1e+10
125 1165.04 0.94375878      1e+10
124 1163.42 0.94317499      1e+10
123 1161.79 0.90371903      1e+10
122 1160.16 0.91856363      1e+10
121 1158.53  0.9058798      1e+10
120 1156.89 0.88125506      1e+10
119 1155.26 0.89517341      1e+10
118 1153.62 0.87709827      1e+10
117 1151.98  0.8514036      1e+10
116 1150.34 0.87531136      1e+10
115 1148.70 0.84748953      1e+10
114 1147.05 0.81554534      1e+10
113 1145.41 0.82570947      1e+10
112 1143.76  0.7867304      1e+10
111 1142.11 0.78716508      1e+10
110 1140.46 0.79552531      1e+10
109 1138.80  0.7655142      1e+10
108 1137.15   0.721679      1e+10
107 1135.49 0.72790727      1e+10
106 1133.83 0.69534124      1e+10
105 1132.17 0.67035362      1e+10
104 1130.51 0.65884046      1e+10
103 1128.85  0.6383947      1e+10
102 1127.18 0.65565859      1e+10
101 1125.51 0.61246639      1e+10
100 1123.84 0.63585542      1e+10
99 1122.17 0.63708796      1e+10
98 1120.50 0.63683435      1e+10
97 1118.82 0.62260205      1e+10
96 1117.14 0.64082157      1e+10
95 1115.46  0.6284803      1e+10
94 1113.78 0.62334352      1e+10
93 1112.10 0.62379091      1e+10
92 1110.41 0.61629475      1e+10
91 1108.73 0.57554764      1e+10
90 1107.04 0.60986364      1e+10
89 1105.35 0.58972237      1e+10
88 1103.65 0.60028429      1e+10
87 1101.96 0.57967403      1e+10
86 1100.26 0.59694844      1e+10
85 1098.56 0.54809947      1e+10
84 1096.86 0.55379734      1e+10
83 1095.16 0.49994963      1e+10
82 1093.45 0.53380049      1e+10
81 1091.75 0.48606614      1e+10
80 1090.04 0.49664304      1e+10
79 1088.33 0.48540689      1e+10
78 1086.61 0.47184235      1e+10
77 1084.90 0.47374176      1e+10
76 1083.18 0.45529376      1e+10
75 1081.46 0.45564622      1e+10
74 1079.74 0.46614183      1e+10
73 1078.02 0.46231202      1e+10
72 1076.29  0.4708152      1e+10
71 1074.56 0.44730525      1e+10
70 1072.83 0.45951192      1e+10
69 1071.10 0.44896961      1e+10
68 1069.37 0.44767804      1e+10
67 1067.63 0.45660794      1e+10
66 1065.89  0.4365825      1e+10
65 1064.15 0.43817125      1e+10
64 1062.41 0.43146999      1e+10
63 1060.67 0.41486329      1e+10
62 1058.92 0.43750696      1e+10
61 1057.17 0.40522578      1e+10
60 1055.42 0.41228945      1e+10
59 1053.67 0.40099485      1e+10
58 1051.91 0.39884719      1e+10
57 1050.15 0.39173156      1e+10
56 1048.39 0.36631493      1e+10
55 1046.63 0.36495564      1e+10
54 1044.87 0.37515648      1e+10
53 1043.10 0.34052457      1e+10
52 1041.33  0.3528679      1e+10
51 1039.56 0.32271415      1e+10
50 1037.79 0.33356789      1e+10
49 1036.01 0.32700086      1e+10
48 1034.23  0.3145031      1e+10
47 1032.45 0.30250233      1e+10
46 1030.67  0.2983424      1e+10
45 1028.89  0.2918015      1e+10
44 1027.10 0.30363786      1e+10
43 1025.31 0.26711744      1e+10
42 1023.52  0.2915255      1e+10
41 1021.73 0.26933047      1e+10
40 1019.93 0.26904747      1e+10
39 1018.13 0.25346848      1e+10
38 1016.33 0.26589682      1e+10
37 1014.53 0.24142967      1e+10
36 1012.72 0.25798249      1e+10
35 1010.91 0.22876228      1e+10
34 1009.10 0.23455935      1e+10
33 1007.29 0.23399772      1e+10
32 1005.47 0.21488335      1e+10
31 1003.65 0.20120881      1e+10
30 1001.83 0.19595687      1e+10
29 1000.01 0.17101475      1e+10
28 998.19 0.18905416      1e+10
27 996.36 0.16975924      1e+10
26 994.53 0.16313185      1e+10
25 992.70  0.1563266      1e+10
24 990.86 0.13434649      1e+10
23 989.02 0.13935243      1e+10
22 987.18 0.13640763      1e+10
21 985.34 0.12886954      1e+10
20 983.50 0.10636897      1e+10
19 981.65 0.10991219      1e+10
18 979.80 0.099862898      1e+10
17 977.95 0.078501779      1e+10
16 976.09 0.087063417      1e+10
15 974.23 0.070722038      1e+10
14 972.37 0.073483327      1e+10
13 970.51 0.080051575      1e+10
12 968.64 0.069163146      1e+10
11 966.78 0.055913388      1e+10
10 964.90 0.065742452      1e+10
9 963.03 0.059359728      1e+10
8 961.16 0.047192431      1e+10
7 959.28 0.039673716      1e+10
6 957.40 0.057399042      1e+10
5 955.51 0.01969299      1e+10
4 953.62 0.053286529      1e+10
3 951.73 0.032398478      1e+10
2 949.84 0.042077319      1e+10
1 947.95 0.032468892      1e+10
0 946.05 0.021447831      1e+10
