% hyscan_SZA_37_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 51.9, -1.1, 16.3, -1.1, 16.3 
7.0, 52.4, -0.6, 11.5, 0.6, -4.8 
5.0, 52.7, -0.3, 8.3, 0.3, -3.3 
3.5, 52.9, -0.1, 5.8, 0.1, -2.5 
3.0, 52.9, -0.1, -5.0, 0.0, -10.8 
3.5, 52.9, -0.1, -5.8, -0.0, -0.8 
4.0, 52.8, -0.2, -6.6, -0.0, -0.8 
5.0, 52.7, -0.3, -8.3, -0.1, -1.6 
6.0, 52.6, -0.4, -9.9, -0.1, -1.6 
7.0, 52.4, -0.6, -11.5, -0.1, -1.6 
8.0, 52.3, -0.7, -13.1, -0.2, -1.6 
10.0, 51.9, -1.1, -16.3, -0.4, -3.2 
12.0, 51.4, -1.6, -19.5, -0.5, -3.1 
14.0, 50.8, -2.2, -22.5, -0.6, -3.1 
16.0, 50.1, -2.9, -25.5, -0.6, -3.0 
18.0, 49.4, -3.6, -28.4, -0.7, -2.9 
20.0, 48.6, -4.4, -31.2, -0.8, -2.8 
25.0, 46.4, -6.6, -37.8, -2.3, -6.6 
30.0, 43.8, -9.2, -43.8, -2.6, -6.0 
35.0, 40.9, -12.1, -49.3, -2.9, -5.5 
40.0, 37.7, -15.3, -54.4, -3.1, -5.0 
45.0, 34.4, -18.6, -59.0, -3.3, -4.6 
50.0, 30.9, -22.1, -63.2, -3.5, -4.2 
60.0, 23.5, -29.5, -70.8, -7.4, -7.6 
70.0, 15.9, -37.1, -77.6, -7.7, -6.8 
80.0, 8.0, -45.0, -83.9, -7.9, -6.3 
90.0, 8.0, -45.0, -100.7, 0.0, -16.8 
100.0, 8.0, -45.0, -118.4, 0.0, -17.8 
119.0, 8.0, -45.0, -180.0, 0.0, -61.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
