% hyscan_SZA_22p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 65.5, -2.0, 24.7, -2.0, 24.7 
7.0, 66.5, -1.0, 17.8, 1.0, -6.9 
5.0, 67.0, -0.5, 12.9, 0.5, -4.9 
3.5, 67.2, -0.3, 9.1, 0.3, -3.8 
3.0, 67.3, -0.2, -7.8, 0.1, -16.9 
3.5, 67.2, -0.3, -9.1, -0.1, -1.3 
4.0, 67.2, -0.3, -10.4, -0.1, -1.3 
5.0, 67.0, -0.5, -12.9, -0.2, -2.5 
6.0, 66.8, -0.7, -15.4, -0.2, -2.5 
7.0, 66.5, -1.0, -17.8, -0.3, -2.4 
8.0, 66.2, -1.3, -20.2, -0.3, -2.4 
10.0, 65.5, -2.0, -24.7, -0.7, -4.6 
12.0, 64.6, -2.9, -29.0, -0.8, -4.3 
14.0, 63.7, -3.8, -33.1, -1.0, -4.0 
16.0, 62.6, -4.9, -36.8, -1.1, -3.8 
18.0, 61.5, -6.0, -40.3, -1.2, -3.5 
20.0, 60.2, -7.3, -43.6, -1.2, -3.2 
25.0, 56.9, -10.6, -50.6, -3.4, -7.1 
30.0, 53.1, -14.4, -56.5, -3.7, -5.8 
35.0, 49.2, -18.3, -61.3, -4.0, -4.9 
40.0, 45.1, -22.4, -65.5, -4.1, -4.1 
45.0, 40.8, -26.7, -69.1, -4.3, -3.6 
50.0, 36.4, -31.1, -72.2, -4.4, -3.1 
60.0, 27.5, -40.0, -77.5, -8.9, -5.3 
70.0, 18.4, -49.1, -82.1, -9.1, -4.5 
80.0, 9.2, -58.3, -86.1, -9.2, -4.1 
90.0, 9.2, -58.3, -113.1, 0.0, -27.0 
100.0, 9.2, -58.3, -148.4, 0.0, -35.3 
103.3, 9.2, -58.3, -180.0, 0.0, -31.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
