% hyscan_SZA_37p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 51.4, -1.1, 16.2, -1.1, 16.2 
7.0, 51.9, -0.6, 11.4, 0.6, -4.8 
5.0, 52.2, -0.3, 8.2, 0.3, -3.2 
3.5, 52.4, -0.1, 5.7, 0.1, -2.4 
3.0, 52.4, -0.1, -4.9, 0.0, -10.7 
3.5, 52.4, -0.1, -5.7, -0.0, -0.8 
4.0, 52.3, -0.2, -6.6, -0.0, -0.8 
5.0, 52.2, -0.3, -8.2, -0.1, -1.6 
6.0, 52.1, -0.4, -9.8, -0.1, -1.6 
7.0, 51.9, -0.6, -11.4, -0.1, -1.6 
8.0, 51.8, -0.7, -13.0, -0.2, -1.6 
10.0, 51.4, -1.1, -16.2, -0.4, -3.2 
12.0, 50.9, -1.6, -19.2, -0.5, -3.1 
14.0, 50.3, -2.2, -22.3, -0.6, -3.0 
16.0, 49.7, -2.8, -25.2, -0.6, -2.9 
18.0, 49.0, -3.5, -28.1, -0.7, -2.9 
20.0, 48.2, -4.3, -30.9, -0.8, -2.8 
25.0, 46.0, -6.5, -37.5, -2.2, -6.6 
30.0, 43.4, -9.1, -43.5, -2.6, -6.0 
35.0, 40.5, -12.0, -49.0, -2.9, -5.5 
40.0, 37.4, -15.1, -54.0, -3.1, -5.0 
45.0, 34.1, -18.4, -58.7, -3.3, -4.6 
50.0, 30.7, -21.8, -62.9, -3.5, -4.3 
60.0, 23.4, -29.1, -70.6, -7.3, -7.7 
70.0, 15.7, -36.8, -77.5, -7.6, -6.9 
80.0, 7.9, -44.6, -83.9, -7.8, -6.4 
90.0, 7.9, -44.6, -100.4, 0.0, -16.5 
99.9, 7.9, -44.6, -117.9, 0.0, -17.5 
119.6, 7.9, -44.6, -180.0, 0.0, -62.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
