% hyscan_SZA_35p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 53.3, -1.2, 16.9, -1.2, 16.9 
7.0, 53.9, -0.6, 11.9, 0.6, -5.0 
5.0, 54.2, -0.3, 8.6, 0.3, -3.4 
3.5, 54.4, -0.1, 6.0, 0.2, -2.6 
3.0, 54.4, -0.1, -5.2, 0.0, -11.2 
3.5, 54.4, -0.1, -6.0, -0.0, -0.9 
4.0, 54.3, -0.2, -6.9, -0.0, -0.9 
5.0, 54.2, -0.3, -8.6, -0.1, -1.7 
6.0, 54.1, -0.4, -10.3, -0.1, -1.7 
7.0, 53.9, -0.6, -11.9, -0.2, -1.7 
8.0, 53.7, -0.8, -13.6, -0.2, -1.7 
10.0, 53.3, -1.2, -16.9, -0.4, -3.3 
12.0, 52.8, -1.7, -20.1, -0.5, -3.2 
14.0, 52.2, -2.3, -23.2, -0.6, -3.1 
16.0, 51.5, -3.0, -26.3, -0.7, -3.0 
18.0, 50.7, -3.8, -29.2, -0.8, -2.9 
20.0, 49.9, -4.6, -32.1, -0.8, -2.9 
25.0, 47.5, -7.0, -38.8, -2.4, -6.7 
30.0, 44.8, -9.7, -44.8, -2.7, -6.1 
35.0, 41.8, -12.7, -50.3, -3.0, -5.5 
40.0, 38.6, -15.9, -55.3, -3.2, -5.0 
45.0, 35.1, -19.4, -59.9, -3.4, -4.5 
50.0, 31.6, -22.9, -64.0, -3.6, -4.2 
60.0, 24.0, -30.5, -71.5, -7.5, -7.4 
70.0, 16.2, -38.3, -78.1, -7.9, -6.6 
80.0, 8.1, -46.4, -84.2, -8.0, -6.1 
90.1, 8.1, -46.4, -101.7, 0.0, -17.5 
100.0, 8.1, -46.4, -120.2, 0.0, -18.5 
117.4, 8.1, -46.4, -180.0, 0.0, -59.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
