% hyscan_SZA_79_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.1, 11.0, -0.0, 10.3, -0.0, 10.3 
7.1, 11.0, -0.0, 7.3, 0.0, -3.0 
4.9, 11.0, -0.0, 5.0, 0.0, -2.3 
3.4, 11.0, 0.0, 3.5, 0.0, -1.5 
2.9, 11.0, 0.0, -3.0, 0.0, -6.5 
3.4, 11.0, 0.0, -3.5, 0.0, -0.5 
3.9, 11.0, 0.0, -4.0, 0.0, -0.5 
4.9, 11.0, 0.0, -5.0, 0.0, -1.0 
5.9, 11.0, 0.0, -6.0, 0.0, -1.0 
7.1, 11.0, 0.0, -7.3, 0.0, -1.3 
8.1, 11.0, 0.0, -8.3, 0.0, -1.0 
10.1, 11.0, 0.0, -10.3, 0.0, -2.0 
12.0, 11.0, 0.0, -12.3, 0.0, -2.0 
14.0, 11.0, 0.0, -14.3, 0.0, -2.0 
15.9, 11.0, -0.0, -16.3, -0.0, -2.0 
17.9, 11.0, -0.0, -18.3, 0.0, -2.0 
20.1, 11.0, -0.0, -20.5, 0.0, -2.3 
25.0, 11.0, 0.0, -25.5, 0.0, -5.0 
29.9, 11.0, 0.0, -30.5, 0.0, -5.0 
35.1, 11.0, 0.0, -35.8, 0.0, -5.3 
40.0, 11.0, 0.0, -40.8, 0.0, -5.0 
45.1, 11.0, 0.0, -46.0, 0.0, -5.3 
50.0, 11.0, 0.0, -51.0, 0.0, -5.0 
60.0, 11.0, 0.0, -61.3, 0.0, -10.3 
70.0, 11.0, 0.0, -71.5, 0.0, -10.3 
79.9, 11.0, 0.0, -81.8, 0.0, -10.3 
90.1, 11.0, 0.0, -92.3, 0.0, -10.5 
99.9, 11.0, 0.0, -102.5, 0.0, -10.3 
119.9, 11.0, 0.0, -123.8, 0.0, -21.3 
140.1, 11.0, 0.0, -146.5, -0.0, -22.8 
158.0, 11.0, 0.0, -180.0, -0.0, -33.5 
NaN, NaN, NaN, NaN, NaN, NaN 
