% hyscan_SZA_34p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 54.3, -1.2, 17.3, -1.2, 17.3 
7.0, 54.9, -0.6, 12.2, 0.6, -5.1 
5.0, 55.2, -0.3, 8.8, 0.3, -3.5 
3.5, 55.3, -0.2, 6.2, 0.2, -2.6 
3.0, 55.4, -0.1, -5.3, 0.0, -11.4 
3.5, 55.3, -0.2, -6.2, -0.0, -0.9 
4.0, 55.3, -0.2, -7.0, -0.0, -0.9 
5.0, 55.2, -0.3, -8.8, -0.1, -1.7 
6.0, 55.0, -0.5, -10.5, -0.1, -1.7 
7.0, 54.9, -0.6, -12.2, -0.2, -1.7 
8.0, 54.7, -0.8, -13.9, -0.2, -1.7 
10.0, 54.3, -1.2, -17.3, -0.4, -3.4 
12.0, 53.7, -1.8, -20.6, -0.5, -3.3 
14.0, 53.1, -2.4, -23.8, -0.6, -3.2 
16.0, 52.4, -3.1, -26.9, -0.7, -3.1 
18.0, 51.6, -3.9, -29.8, -0.8, -3.0 
20.0, 50.8, -4.7, -32.7, -0.9, -2.9 
25.0, 48.3, -7.2, -39.5, -2.4, -6.7 
30.0, 45.5, -10.0, -45.5, -2.8, -6.1 
35.0, 42.5, -13.0, -51.0, -3.1, -5.5 
40.0, 39.1, -16.4, -56.0, -3.3, -4.9 
45.0, 35.6, -19.9, -60.5, -3.5, -4.5 
50.0, 32.0, -23.5, -64.6, -3.7, -4.1 
60.0, 24.3, -31.2, -71.9, -7.7, -7.3 
70.0, 16.4, -39.1, -78.4, -8.0, -6.5 
80.0, 8.2, -47.3, -84.3, -8.1, -5.9 
89.9, 8.2, -47.3, -102.0, 0.0, -17.8 
100.0, 8.2, -47.3, -121.3, 0.0, -19.3 
116.3, 8.2, -47.3, -180.0, 0.0, -58.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
