% hyscan_SZA_23_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 65.0, -2.0, 24.3, -2.0, 24.3 
7.0, 66.0, -1.0, 17.4, 1.0, -6.8 
5.0, 66.5, -0.5, 12.6, 0.5, -4.8 
3.5, 66.7, -0.3, 8.9, 0.3, -3.7 
3.0, 66.8, -0.2, -7.6, 0.1, -16.5 
3.5, 66.7, -0.3, -8.9, -0.1, -1.3 
4.0, 66.7, -0.3, -10.1, -0.1, -1.2 
5.0, 66.5, -0.5, -12.6, -0.2, -2.5 
6.0, 66.3, -0.7, -15.1, -0.2, -2.4 
7.0, 66.0, -1.0, -17.4, -0.3, -2.4 
8.0, 65.7, -1.3, -19.8, -0.3, -2.3 
10.0, 65.0, -2.0, -24.3, -0.7, -4.5 
12.0, 64.2, -2.8, -28.5, -0.8, -4.3 
14.0, 63.3, -3.7, -32.5, -0.9, -4.0 
16.0, 62.2, -4.8, -36.3, -1.0, -3.7 
18.0, 61.1, -5.9, -39.7, -1.1, -3.5 
20.0, 59.9, -7.1, -43.0, -1.2, -3.2 
25.0, 56.5, -10.5, -50.0, -3.3, -7.1 
30.0, 52.9, -14.1, -55.9, -3.7, -5.9 
35.0, 48.9, -18.1, -60.8, -3.9, -4.9 
40.0, 44.8, -22.2, -65.0, -4.1, -4.2 
45.0, 40.6, -26.4, -68.7, -4.2, -3.6 
50.0, 36.3, -30.7, -71.8, -4.3, -3.2 
60.0, 27.4, -39.6, -77.3, -8.9, -5.4 
70.0, 18.4, -48.6, -81.9, -9.1, -4.6 
80.0, 9.2, -57.8, -86.1, -9.2, -4.2 
90.0, 9.2, -57.8, -112.3, 0.0, -26.3 
100.0, 9.2, -57.8, -146.3, 0.0, -34.0 
103.8, 9.2, -57.8, -180.0, 0.0, -33.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
