% hyscan_SZA_41_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 48.0, -1.0, 15.0, -1.0, 15.0 
7.0, 48.5, -0.5, 10.6, 0.5, -4.4 
5.0, 48.7, -0.3, 7.6, 0.2, -3.0 
3.5, 48.9, -0.1, 5.3, 0.1, -2.3 
3.0, 48.9, -0.1, -4.6, 0.0, -9.9 
3.5, 48.9, -0.1, -5.3, -0.0, -0.8 
4.0, 48.8, -0.2, -6.1, -0.0, -0.8 
5.0, 48.7, -0.3, -7.6, -0.1, -1.5 
6.0, 48.6, -0.4, -9.1, -0.1, -1.5 
7.0, 48.5, -0.5, -10.6, -0.1, -1.5 
8.0, 48.4, -0.6, -12.1, -0.1, -1.5 
10.0, 48.0, -1.0, -15.0, -0.4, -3.0 
12.0, 47.6, -1.4, -18.0, -0.4, -2.9 
14.0, 47.1, -1.9, -20.8, -0.5, -2.9 
16.0, 46.5, -2.5, -23.6, -0.6, -2.8 
18.0, 45.9, -3.1, -26.3, -0.6, -2.7 
20.0, 45.2, -3.8, -29.0, -0.7, -2.7 
25.0, 43.2, -5.8, -35.4, -2.0, -6.4 
30.0, 40.8, -8.2, -41.3, -2.3, -5.9 
35.0, 38.2, -10.8, -46.9, -2.6, -5.5 
40.0, 35.3, -13.7, -52.0, -2.9, -5.1 
45.0, 32.3, -16.7, -56.7, -3.1, -4.8 
50.0, 29.0, -20.0, -61.2, -3.2, -4.4 
60.0, 22.2, -26.8, -69.3, -6.9, -8.1 
70.0, 15.0, -34.0, -76.6, -7.2, -7.3 
79.9, 15.0, -34.0, -91.8, 0.0, -15.3 
90.0, 15.0, -34.0, -107.8, 0.0, -16.0 
100.0, 15.0, -34.0, -125.6, -0.0, -17.8 
116.0, 15.0, -34.0, -180.0, 0.0, -54.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
