% hyscan_SZA_31_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 57.6, -1.4, 18.9, -1.4, 18.9 
7.0, 58.3, -0.7, 13.4, 0.7, -5.5 
5.0, 58.6, -0.4, 9.6, 0.3, -3.8 
3.5, 58.8, -0.2, 6.8, 0.2, -2.9 
3.0, 58.9, -0.1, -5.8, 0.0, -12.6 
3.5, 58.8, -0.2, -6.8, -0.0, -1.0 
4.0, 58.8, -0.2, -7.7, -0.1, -1.0 
5.0, 58.6, -0.4, -9.6, -0.1, -1.9 
6.0, 58.5, -0.5, -11.5, -0.2, -1.9 
7.0, 58.3, -0.7, -13.4, -0.2, -1.9 
8.0, 58.1, -0.9, -15.3, -0.2, -1.9 
10.0, 57.6, -1.4, -18.9, -0.5, -3.6 
12.0, 57.0, -2.0, -22.4, -0.6, -3.5 
14.0, 56.3, -2.7, -25.8, -0.7, -3.4 
16.0, 55.5, -3.5, -29.1, -0.8, -3.3 
18.0, 54.6, -4.4, -32.2, -0.9, -3.1 
20.0, 53.7, -5.3, -35.2, -1.0, -3.0 
25.0, 51.0, -8.0, -42.2, -2.7, -6.9 
30.0, 47.9, -11.1, -48.3, -3.0, -6.1 
35.0, 44.6, -14.4, -53.7, -3.3, -5.4 
40.0, 41.0, -18.0, -58.5, -3.6, -4.8 
45.0, 37.3, -21.7, -62.7, -3.7, -4.3 
50.0, 33.4, -25.6, -66.6, -3.9, -3.9 
60.0, 25.4, -33.6, -73.4, -8.1, -6.8 
70.0, 17.0, -42.0, -79.4, -8.3, -5.9 
80.0, 8.6, -50.4, -84.8, -8.5, -5.4 
90.0, 8.6, -50.4, -104.6, 0.0, -19.8 
100.0, 8.6, -50.4, -126.3, 0.0, -21.8 
112.4, 8.6, -50.4, -180.0, 0.0, -53.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
