% hyscan_SZA_26_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 62.3, -1.7, 21.9, -1.7, 21.9 
7.0, 63.1, -0.9, 15.6, 0.9, -6.3 
5.0, 63.6, -0.4, 11.3, 0.4, -4.4 
3.5, 63.8, -0.2, 7.9, 0.2, -3.3 
3.0, 63.8, -0.2, -6.8, 0.1, -14.8 
3.5, 63.8, -0.2, -7.9, -0.1, -1.1 
4.0, 63.7, -0.3, -9.1, -0.1, -1.1 
5.0, 63.6, -0.4, -11.3, -0.2, -2.2 
6.0, 63.4, -0.6, -13.5, -0.2, -2.2 
7.0, 63.1, -0.9, -15.6, -0.2, -2.2 
8.0, 62.9, -1.1, -17.8, -0.3, -2.1 
10.0, 62.3, -1.7, -21.9, -0.6, -4.1 
12.0, 61.5, -2.5, -25.9, -0.7, -4.0 
14.0, 60.7, -3.3, -29.6, -0.8, -3.8 
16.0, 59.8, -4.2, -33.2, -0.9, -3.6 
18.0, 58.7, -5.3, -36.5, -1.0, -3.4 
20.0, 57.6, -6.4, -39.7, -1.1, -3.2 
25.0, 54.5, -9.5, -46.8, -3.1, -7.1 
30.0, 51.1, -12.9, -52.8, -3.4, -6.0 
35.0, 47.4, -16.6, -58.0, -3.7, -5.2 
40.0, 43.5, -20.5, -62.4, -3.9, -4.5 
45.0, 39.5, -24.5, -66.3, -4.1, -3.9 
50.0, 35.3, -28.7, -69.8, -4.2, -3.5 
60.0, 26.7, -37.3, -75.8, -8.6, -6.0 
70.0, 17.9, -46.1, -80.9, -8.8, -5.1 
80.0, 9.0, -55.0, -85.6, -8.9, -4.6 
90.0, 9.0, -55.0, -108.8, 0.0, -23.3 
100.0, 9.0, -55.0, -136.6, 0.0, -27.8 
107.0, 9.0, -55.0, -180.0, 0.0, -43.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
