% hyscan_SZA_40_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 49.0, -1.0, 15.3, -1.0, 15.3 
7.0, 49.5, -0.5, 10.8, 0.5, -4.5 
5.0, 49.7, -0.3, 7.8, 0.2, -3.1 
3.5, 49.9, -0.1, 5.4, 0.1, -2.3 
3.0, 49.9, -0.1, -4.7, 0.0, -10.1 
3.5, 49.9, -0.1, -5.4, -0.0, -0.8 
4.0, 49.8, -0.2, -6.2, -0.0, -0.8 
5.0, 49.7, -0.3, -7.8, -0.1, -1.5 
6.0, 49.6, -0.4, -9.3, -0.1, -1.5 
7.0, 49.5, -0.5, -10.8, -0.1, -1.5 
8.0, 49.3, -0.7, -12.3, -0.2, -1.5 
10.0, 49.0, -1.0, -15.3, -0.4, -3.0 
12.0, 48.5, -1.5, -18.3, -0.4, -3.0 
14.0, 48.0, -2.0, -21.2, -0.5, -2.9 
16.0, 47.4, -2.6, -24.0, -0.6, -2.8 
18.0, 46.8, -3.2, -26.8, -0.7, -2.8 
20.0, 46.0, -4.0, -29.5, -0.7, -2.7 
25.0, 44.0, -6.0, -36.0, -2.1, -6.4 
30.0, 41.6, -8.4, -41.9, -2.4, -6.0 
35.0, 38.9, -11.1, -47.4, -2.7, -5.5 
40.0, 35.9, -14.1, -52.5, -2.9, -5.1 
45.0, 32.8, -17.2, -57.3, -3.1, -4.7 
50.0, 29.5, -20.5, -61.7, -3.3, -4.4 
60.0, 22.5, -27.5, -69.6, -7.0, -8.0 
70.0, 15.2, -34.8, -76.8, -7.3, -7.2 
80.0, 7.6, -42.4, -83.5, -7.5, -6.7 
90.1, 7.6, -42.4, -99.3, 0.0, -15.8 
99.9, 7.6, -42.4, -115.5, 0.0, -16.3 
120.0, 7.6, -42.4, -160.8, 0.0, -45.3 
122.4, 7.6, -42.4, -180.0, 0.0, -19.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
