% hyscan_SZA_79p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.1, 10.5, 0.0, 10.3, 0.0, 10.3 
6.9, 10.5, 0.0, 7.0, 0.0, -3.3 
4.9, 10.5, 0.0, 5.0, 0.0, -2.0 
3.4, 10.5, 0.0, 3.5, 0.0, -1.5 
2.9, 10.5, 0.0, -3.0, 0.0, -6.5 
3.4, 10.5, 0.0, -3.5, 0.0, -0.5 
3.9, 10.5, 0.0, -4.0, -0.0, -0.5 
4.9, 10.5, -0.0, -5.0, -0.0, -1.0 
5.9, 10.5, -0.0, -6.0, 0.0, -1.0 
6.9, 10.5, -0.0, -7.0, 0.0, -1.0 
8.1, 10.5, -0.0, -8.3, 0.0, -1.3 
10.1, 10.5, -0.0, -10.3, 0.0, -2.0 
12.0, 10.5, -0.0, -12.3, 0.0, -2.0 
14.0, 10.5, -0.0, -14.3, 0.0, -2.0 
16.0, 10.5, -0.0, -16.3, 0.0, -2.0 
17.9, 10.5, -0.0, -18.3, 0.0, -2.0 
19.9, 10.5, -0.0, -20.3, 0.0, -2.0 
25.1, 10.5, -0.0, -25.5, 0.0, -5.3 
30.0, 10.5, -0.0, -30.5, 0.0, -5.0 
34.9, 10.5, 0.0, -35.5, 0.0, -5.0 
40.0, 10.5, -0.0, -40.8, -0.0, -5.3 
44.9, 10.5, -0.0, -45.8, 0.0, -5.0 
50.1, 10.5, -0.0, -51.0, 0.0, -5.3 
60.1, 10.5, 0.0, -61.3, 0.0, -10.3 
69.9, 10.5, 0.0, -71.3, 0.0, -10.0 
80.1, 10.5, 0.0, -81.8, 0.0, -10.5 
90.0, 10.5, 0.0, -92.0, 0.0, -10.3 
99.9, 10.5, 0.0, -102.3, 0.0, -10.3 
120.0, 10.5, 0.0, -123.5, 0.0, -21.3 
140.0, 10.5, 0.0, -145.8, 0.0, -22.3 
159.0, 10.5, 0.0, -180.0, 0.0, -34.3 
NaN, NaN, NaN, NaN, NaN, NaN 
