% hyscan_SZA_71_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 18.7, -0.3, 10.6, -0.3, 10.6 
7.0, 18.9, -0.1, 7.4, 0.2, -3.2 
5.0, 18.9, -0.1, 5.3, 0.1, -2.1 
3.5, 19.0, -0.0, 3.7, 0.0, -1.6 
3.0, 19.0, -0.0, -3.2, 0.0, -6.9 
3.5, 19.0, -0.0, -3.7, -0.0, -0.5 
4.0, 19.0, -0.0, -4.2, -0.0, -0.5 
5.0, 18.9, -0.1, -5.3, -0.0, -1.1 
6.0, 18.9, -0.1, -6.3, -0.0, -1.1 
7.0, 18.9, -0.1, -7.4, -0.0, -1.1 
8.0, 18.8, -0.2, -8.5, -0.0, -1.1 
10.0, 18.7, -0.3, -10.6, -0.1, -2.1 
12.0, 18.6, -0.4, -12.7, -0.1, -2.1 
14.0, 18.4, -0.6, -14.8, -0.2, -2.1 
16.0, 18.2, -0.8, -16.9, -0.2, -2.1 
18.0, 18.0, -1.0, -19.0, -0.2, -2.1 
20.0, 17.8, -1.2, -21.1, -0.2, -2.1 
25.0, 17.2, -1.8, -26.3, -0.7, -5.2 
30.0, 16.4, -2.6, -31.4, -0.8, -5.2 
35.0, 15.5, -3.5, -36.5, -0.9, -5.1 
40.0, 14.4, -4.6, -41.6, -1.0, -5.1 
45.0, 14.4, -4.6, -46.8, 0.0, -5.3 
49.9, 14.4, -4.6, -52.1, 0.0, -5.3 
60.1, 14.4, -4.6, -62.8, 0.0, -10.8 
69.9, 14.4, -4.6, -73.3, 0.0, -10.5 
79.9, 14.4, -4.6, -84.1, -0.0, -10.8 
90.0, 14.4, -4.6, -95.1, 0.0, -11.0 
99.9, 14.4, -4.6, -106.1, 0.0, -11.0 
119.9, 14.4, -4.6, -129.3, 0.0, -23.2 
140.1, 14.4, -4.6, -157.8, 0.0, -28.5 
146.6, 14.4, -4.6, -180.0, 0.0, -22.2 
NaN, NaN, NaN, NaN, NaN, NaN 
