% hyscan_SZA_40p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 48.5, -1.0, 15.2, -1.0, 15.2 
7.0, 49.0, -0.5, 10.7, 0.5, -4.5 
5.0, 49.2, -0.3, 7.7, 0.2, -3.0 
3.5, 49.4, -0.1, 5.4, 0.1, -2.3 
3.0, 49.4, -0.1, -4.6, 0.0, -10.0 
3.5, 49.4, -0.1, -5.4, -0.0, -0.8 
4.0, 49.3, -0.2, -6.1, -0.0, -0.8 
5.0, 49.2, -0.3, -7.7, -0.1, -1.5 
6.0, 49.1, -0.4, -9.2, -0.1, -1.5 
7.0, 49.0, -0.5, -10.7, -0.1, -1.5 
8.0, 48.9, -0.6, -12.2, -0.2, -1.5 
10.0, 48.5, -1.0, -15.2, -0.4, -3.0 
12.0, 48.1, -1.4, -18.1, -0.4, -2.9 
14.0, 47.5, -2.0, -21.0, -0.5, -2.9 
16.0, 47.0, -2.5, -23.8, -0.6, -2.8 
18.0, 46.3, -3.2, -26.6, -0.6, -2.8 
20.0, 45.6, -3.9, -29.3, -0.7, -2.7 
25.0, 43.6, -5.9, -35.7, -2.0, -6.4 
30.0, 41.2, -8.3, -41.6, -2.4, -6.0 
35.0, 38.5, -11.0, -47.2, -2.7, -5.5 
40.0, 35.6, -13.9, -52.3, -2.9, -5.1 
45.0, 32.5, -17.0, -57.0, -3.1, -4.7 
50.0, 29.3, -20.2, -61.4, -3.3, -4.4 
60.0, 22.3, -27.2, -69.4, -6.9, -8.0 
70.0, 15.1, -34.4, -76.7, -7.3, -7.3 
80.0, 7.6, -41.9, -83.5, -7.5, -6.8 
90.0, 7.6, -41.9, -99.0, 0.0, -15.5 
100.0, 7.6, -41.9, -115.2, 0.0, -16.3 
120.0, 7.6, -41.9, -159.0, 0.0, -43.8 
122.9, 7.6, -41.9, -180.0, 0.0, -21.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
