% hyscan_SZA_6p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 78.1, -5.4, 57.3, -5.4, 57.3 
7.0, 80.5, -3.0, 47.3, 2.4, -10.0 
5.0, 81.8, -1.7, 37.7, 1.3, -9.6 
3.5, 82.6, -0.9, 28.4, 0.8, -9.3 
3.0, 82.8, -0.7, -24.8, 0.2, -53.2 
3.5, 82.6, -0.9, -28.4, -0.2, -3.5 
4.0, 82.4, -1.1, -31.7, -0.2, -3.3 
5.0, 81.8, -1.7, -37.7, -0.6, -6.0 
6.0, 81.2, -2.3, -42.9, -0.6, -5.2 
7.0, 80.5, -3.0, -47.3, -0.7, -4.4 
8.0, 79.7, -3.8, -51.1, -0.8, -3.8 
10.0, 78.1, -5.4, -57.3, -1.6, -6.2 
12.0, 76.4, -7.1, -62.0, -1.7, -4.7 
14.0, 74.6, -8.9, -65.6, -1.8, -3.6 
16.0, 72.8, -10.7, -68.5, -1.8, -2.9 
18.0, 70.9, -12.6, -70.8, -1.9, -2.3 
20.0, 69.0, -14.5, -72.7, -1.9, -1.9 
25.0, 64.2, -19.3, -76.4, -4.8, -3.6 
30.0, 59.4, -24.1, -78.9, -4.9, -2.6 
35.0, 54.5, -29.0, -80.8, -4.9, -1.9 
40.0, 49.6, -33.9, -82.3, -4.9, -1.5 
45.0, 44.6, -38.9, -83.5, -4.9, -1.2 
50.0, 39.7, -43.8, -84.6, -4.9, -1.0 
60.0, 29.8, -53.7, -86.3, -9.9, -1.7 
70.0, 19.9, -63.6, -87.6, -9.9, -1.4 
80.0, 9.9, -73.6, -88.9, -9.9, -1.2 
86.6, 9.9, -73.6, -180.0, 0.0, -91.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
