% hyscan_SZA_30p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 58.1, -1.4, 19.2, -1.4, 19.2 
7.0, 58.8, -0.7, 13.6, 0.7, -5.6 
5.0, 59.1, -0.4, 9.8, 0.3, -3.8 
3.5, 59.3, -0.2, 6.9, 0.2, -2.9 
3.0, 59.4, -0.1, -5.9, 0.0, -12.8 
3.5, 59.3, -0.2, -6.9, -0.0, -1.0 
4.0, 59.3, -0.2, -7.8, -0.1, -1.0 
5.0, 59.1, -0.4, -9.8, -0.1, -1.9 
6.0, 59.0, -0.5, -11.7, -0.2, -1.9 
7.0, 58.8, -0.7, -13.6, -0.2, -1.9 
8.0, 58.6, -0.9, -15.5, -0.2, -1.9 
10.0, 58.1, -1.4, -19.2, -0.5, -3.7 
12.0, 57.4, -2.1, -22.7, -0.6, -3.6 
14.0, 56.7, -2.8, -26.2, -0.7, -3.4 
16.0, 55.9, -3.6, -29.5, -0.8, -3.3 
18.0, 55.0, -4.5, -32.6, -0.9, -3.2 
20.0, 54.1, -5.4, -35.6, -1.0, -3.0 
25.0, 51.3, -8.2, -42.6, -2.7, -6.9 
30.0, 48.3, -11.2, -48.7, -3.1, -6.1 
35.0, 44.9, -14.6, -54.1, -3.4, -5.4 
40.0, 41.3, -18.2, -58.8, -3.6, -4.8 
45.0, 37.5, -22.0, -63.1, -3.8, -4.3 
50.0, 33.6, -25.9, -66.9, -3.9, -3.8 
60.0, 25.5, -34.0, -73.7, -8.1, -6.7 
70.0, 17.1, -42.4, -79.5, -8.4, -5.9 
80.0, 8.6, -50.9, -84.9, -8.5, -5.4 
90.0, 8.6, -50.9, -104.9, 0.0, -20.0 
100.0, 8.6, -50.9, -127.1, 0.0, -22.3 
111.9, 8.6, -50.9, -180.0, 0.0, -52.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
