% hyscan_SZA_3p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.4, -7.1, 70.9, -7.1, 70.9 
7.0, 82.2, -4.3, 63.6, 2.8, -7.3 
5.0, 83.9, -2.6, 55.1, 1.7, -8.5 
3.5, 85.1, -1.4, 45.1, 1.2, -10.0 
3.0, 85.4, -1.1, -40.6, 0.3, -85.7 
3.5, 85.1, -1.4, -45.1, -0.3, -4.4 
4.0, 84.7, -1.8, -48.9, -0.4, -3.8 
5.0, 83.9, -2.6, -55.1, -0.8, -6.2 
6.0, 83.1, -3.4, -59.9, -0.8, -4.8 
7.0, 82.2, -4.3, -63.6, -0.9, -3.7 
8.0, 81.3, -5.2, -66.5, -0.9, -3.0 
10.0, 79.4, -7.1, -70.9, -1.9, -4.4 
12.0, 77.5, -9.0, -74.0, -1.9, -3.1 
14.0, 75.6, -10.9, -76.2, -1.9, -2.3 
16.0, 73.6, -12.9, -78.0, -1.9, -1.7 
18.0, 71.7, -14.8, -79.4, -2.0, -1.4 
20.0, 69.7, -16.8, -80.5, -2.0, -1.1 
25.0, 64.8, -21.7, -82.5, -4.9, -2.1 
30.0, 59.8, -26.7, -84.0, -5.0, -1.4 
35.0, 54.8, -31.7, -85.0, -5.0, -1.1 
40.0, 49.9, -36.6, -85.8, -5.0, -0.8 
45.0, 44.9, -41.6, -86.5, -5.0, -0.7 
50.0, 39.9, -46.6, -87.1, -5.0, -0.6 
60.0, 29.9, -56.6, -88.0, -10.0, -0.9 
70.0, 20.0, -66.5, -88.7, -10.0, -0.7 
80.0, 10.0, -76.5, -89.4, -10.0, -0.7 
83.5, 10.0, -76.5, -180.0, 0.0, -90.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
