% hyscan_SZA_38_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 50.9, -1.1, 16.0, -1.1, 16.0 
7.0, 51.5, -0.5, 11.3, 0.6, -4.7 
5.0, 51.7, -0.3, 8.1, 0.3, -3.2 
3.5, 51.9, -0.1, 5.7, 0.1, -2.4 
3.0, 51.9, -0.1, -4.9, 0.0, -10.5 
3.5, 51.9, -0.1, -5.7, -0.0, -0.8 
4.0, 51.8, -0.2, -6.5, -0.0, -0.8 
5.0, 51.7, -0.3, -8.1, -0.1, -1.6 
6.0, 51.6, -0.4, -9.7, -0.1, -1.6 
7.0, 51.5, -0.5, -11.3, -0.1, -1.6 
8.0, 51.3, -0.7, -12.9, -0.2, -1.6 
10.0, 50.9, -1.1, -16.0, -0.4, -3.1 
12.0, 50.4, -1.6, -19.0, -0.5, -3.1 
14.0, 49.9, -2.1, -22.0, -0.6, -3.0 
16.0, 49.2, -2.8, -25.0, -0.6, -2.9 
18.0, 48.5, -3.5, -27.8, -0.7, -2.8 
20.0, 47.8, -4.2, -30.6, -0.8, -2.8 
25.0, 45.6, -6.4, -37.1, -2.2, -6.5 
30.0, 43.0, -9.0, -43.2, -2.5, -6.0 
35.0, 40.2, -11.8, -48.7, -2.8, -5.5 
40.0, 37.1, -14.9, -53.7, -3.1, -5.1 
45.0, 33.9, -18.1, -58.4, -3.3, -4.6 
50.0, 30.4, -21.6, -62.7, -3.4, -4.3 
60.0, 23.2, -28.8, -70.4, -7.2, -7.8 
70.0, 15.6, -36.4, -77.4, -7.6, -6.9 
80.0, 7.9, -44.1, -83.8, -7.8, -6.4 
90.1, 7.9, -44.1, -100.3, 0.0, -16.5 
100.0, 7.9, -44.1, -117.6, 0.0, -17.3 
120.0, 7.9, -44.1, -175.3, -0.0, -57.8 
120.1, 7.9, -44.1, -180.0, 0.0, -4.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
