% hyscan_SZA_16p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 70.8, -2.7, 31.8, -2.7, 31.8 
7.0, 72.1, -1.4, 23.4, 1.3, -8.5 
5.0, 72.8, -0.7, 17.1, 0.7, -6.3 
3.5, 73.1, -0.4, 12.2, 0.4, -5.0 
3.0, 73.2, -0.3, -10.5, 0.1, -22.6 
3.5, 73.1, -0.4, -12.2, -0.1, -1.7 
4.0, 73.0, -0.5, -13.8, -0.1, -1.7 
5.0, 72.8, -0.7, -17.1, -0.3, -3.3 
6.0, 72.5, -1.0, -20.3, -0.3, -3.2 
7.0, 72.1, -1.4, -23.4, -0.4, -3.1 
8.0, 71.7, -1.8, -26.3, -0.4, -2.9 
10.0, 70.8, -2.7, -31.8, -0.9, -5.5 
12.0, 69.7, -3.8, -36.8, -1.1, -5.0 
14.0, 68.5, -5.0, -41.3, -1.2, -4.5 
16.0, 67.2, -6.3, -45.3, -1.3, -4.0 
18.0, 65.8, -7.7, -48.8, -1.4, -3.6 
20.0, 64.3, -9.2, -52.0, -1.5, -3.2 
25.0, 60.3, -13.2, -58.7, -3.9, -6.6 
30.0, 56.1, -17.4, -63.8, -4.2, -5.2 
35.0, 51.8, -21.7, -67.9, -4.4, -4.1 
40.0, 47.3, -26.2, -71.3, -4.5, -3.4 
45.0, 42.7, -30.8, -74.1, -4.6, -2.8 
50.0, 38.0, -35.5, -76.6, -4.6, -2.5 
60.0, 28.6, -44.9, -80.7, -9.4, -4.1 
70.0, 19.1, -54.4, -84.1, -9.5, -3.4 
80.0, 9.6, -63.9, -87.1, -9.6, -3.0 
90.0, 9.6, -63.9, -124.6, 0.0, -37.5 
96.9, 9.6, -63.9, -180.0, 0.0, -55.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
