% hyscan_SZA_9_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 76.6, -4.4, 48.4, -4.4, 48.4 
7.0, 78.6, -2.4, 38.1, 2.0, -10.3 
5.0, 79.7, -1.3, 29.2, 1.1, -8.9 
3.5, 80.3, -0.7, 21.4, 0.6, -7.9 
3.0, 80.5, -0.5, -18.5, 0.2, -39.9 
3.5, 80.3, -0.7, -21.4, -0.2, -2.8 
4.0, 80.2, -0.8, -24.1, -0.2, -2.7 
5.0, 79.7, -1.3, -29.2, -0.4, -5.1 
6.0, 79.2, -1.8, -33.9, -0.5, -4.7 
7.0, 78.6, -2.4, -38.1, -0.6, -4.2 
8.0, 78.0, -3.0, -41.9, -0.6, -3.8 
10.0, 76.6, -4.4, -48.4, -1.4, -6.5 
12.0, 75.0, -6.0, -53.6, -1.5, -5.2 
14.0, 73.4, -7.6, -57.9, -1.6, -4.2 
16.0, 71.7, -9.3, -61.4, -1.7, -3.5 
18.0, 69.9, -11.1, -64.3, -1.8, -2.9 
20.0, 68.1, -12.9, -66.7, -1.8, -2.5 
25.0, 63.5, -17.5, -71.5, -4.6, -4.7 
30.0, 58.8, -22.2, -74.8, -4.7, -3.4 
35.0, 54.0, -27.0, -77.4, -4.8, -2.6 
40.0, 49.2, -31.8, -79.4, -4.8, -2.0 
45.0, 44.3, -36.7, -81.1, -4.9, -1.7 
50.0, 39.4, -41.6, -82.5, -4.9, -1.4 
60.0, 29.6, -51.4, -84.8, -9.8, -2.3 
70.0, 19.7, -61.3, -86.7, -9.9, -1.9 
80.0, 9.9, -71.1, -88.4, -9.9, -1.7 
89.1, 9.9, -71.1, -180.0, 0.0, -91.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
