% hyscan_SZA_28p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 59.9, -1.6, 20.3, -1.6, 20.3 
7.0, 60.7, -0.8, 14.4, 0.8, -5.9 
5.0, 61.1, -0.4, 10.4, 0.4, -4.0 
3.5, 61.3, -0.2, 7.3, 0.2, -3.1 
3.0, 61.4, -0.1, -6.3, 0.1, -13.6 
3.5, 61.3, -0.2, -7.3, -0.1, -1.0 
4.0, 61.2, -0.3, -8.3, -0.1, -1.0 
5.0, 61.1, -0.4, -10.4, -0.1, -2.1 
6.0, 60.9, -0.6, -12.4, -0.2, -2.0 
7.0, 60.7, -0.8, -14.4, -0.2, -2.0 
8.0, 60.5, -1.0, -16.4, -0.2, -2.0 
10.0, 59.9, -1.6, -20.3, -0.6, -3.9 
12.0, 59.3, -2.2, -24.0, -0.7, -3.7 
14.0, 58.5, -3.0, -27.6, -0.8, -3.6 
16.0, 57.6, -3.9, -31.0, -0.9, -3.4 
18.0, 56.7, -4.8, -34.3, -0.9, -3.2 
20.0, 55.7, -5.8, -37.3, -1.0, -3.1 
25.0, 52.8, -8.7, -44.3, -2.9, -7.0 
30.0, 49.6, -11.9, -50.4, -3.2, -6.1 
35.0, 46.0, -15.5, -55.7, -3.5, -5.3 
40.0, 42.3, -19.2, -60.4, -3.7, -4.6 
45.0, 38.4, -23.1, -64.5, -3.9, -4.1 
50.0, 34.4, -27.1, -68.2, -4.0, -3.7 
60.0, 26.1, -35.4, -74.6, -8.3, -6.4 
70.0, 17.5, -44.0, -80.1, -8.6, -5.5 
80.0, 8.8, -52.7, -85.2, -8.7, -5.0 
90.0, 8.8, -52.7, -106.4, -0.0, -21.3 
100.0, 8.8, -52.7, -130.7, 0.0, -24.3 
109.7, 8.8, -52.7, -180.0, 0.0, -49.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
