% hyscan_SZA_19p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 68.2, -2.3, 27.8, -2.3, 27.8 
7.0, 69.3, -1.2, 20.2, 1.2, -7.6 
5.0, 69.9, -0.6, 14.7, 0.6, -5.5 
3.5, 70.2, -0.3, 10.4, 0.3, -4.3 
3.0, 70.3, -0.2, -8.9, 0.1, -19.3 
3.5, 70.2, -0.3, -10.4, -0.1, -1.5 
4.0, 70.1, -0.4, -11.8, -0.1, -1.4 
5.0, 69.9, -0.6, -14.7, -0.2, -2.9 
6.0, 69.6, -0.9, -17.5, -0.3, -2.8 
7.0, 69.3, -1.2, -20.2, -0.3, -2.7 
8.0, 69.0, -1.5, -22.8, -0.3, -2.6 
10.0, 68.2, -2.3, -27.8, -0.8, -5.0 
12.0, 67.2, -3.3, -32.5, -0.9, -4.6 
14.0, 66.2, -4.3, -36.8, -1.1, -4.3 
16.0, 65.0, -5.5, -40.7, -1.2, -3.9 
18.0, 63.7, -6.8, -44.2, -1.3, -3.6 
20.0, 62.3, -8.2, -47.5, -1.4, -3.2 
25.0, 58.7, -11.8, -54.4, -3.7, -6.9 
30.0, 54.7, -15.8, -60.0, -4.0, -5.6 
35.0, 50.5, -20.0, -64.5, -4.2, -4.5 
40.0, 46.2, -24.3, -68.3, -4.3, -3.8 
45.0, 41.8, -28.7, -71.5, -4.4, -3.2 
50.0, 37.3, -33.2, -74.4, -4.5, -2.8 
60.0, 28.1, -42.4, -79.1, -9.2, -4.7 
70.0, 18.8, -51.7, -83.1, -9.3, -4.0 
80.0, 9.4, -61.1, -86.6, -9.4, -3.6 
90.0, 9.4, -61.1, -117.9, 0.0, -31.3 
100.0, 9.4, -61.1, -174.9, 0.0, -57.0 
100.1, 9.4, -61.1, -180.0, 0.0, -5.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
