% hyscan_SZA_25_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 63.2, -1.8, 22.6, -1.8, 22.6 
7.0, 64.1, -0.9, 16.2, 0.9, -6.4 
5.0, 64.5, -0.5, 11.7, 0.4, -4.5 
3.5, 64.8, -0.2, 8.2, 0.2, -3.5 
3.0, 64.8, -0.2, -7.1, 0.1, -15.3 
3.5, 64.8, -0.2, -8.2, -0.1, -1.2 
4.0, 64.7, -0.3, -9.4, -0.1, -1.2 
5.0, 64.5, -0.5, -11.7, -0.2, -2.3 
6.0, 64.3, -0.7, -14.0, -0.2, -2.3 
7.0, 64.1, -0.9, -16.2, -0.2, -2.2 
8.0, 63.8, -1.2, -18.4, -0.3, -2.2 
10.0, 63.2, -1.8, -22.6, -0.6, -4.3 
12.0, 62.4, -2.6, -26.7, -0.8, -4.1 
14.0, 61.6, -3.4, -30.5, -0.9, -3.8 
16.0, 60.6, -4.4, -34.2, -1.0, -3.6 
18.0, 59.5, -5.5, -37.6, -1.1, -3.4 
20.0, 58.4, -6.6, -40.7, -1.1, -3.2 
25.0, 55.2, -9.8, -47.8, -3.2, -7.1 
30.0, 51.7, -13.3, -53.8, -3.5, -6.0 
35.0, 47.9, -17.1, -58.9, -3.8, -5.1 
40.0, 44.0, -21.0, -63.3, -4.0, -4.4 
45.0, 39.9, -25.1, -67.1, -4.1, -3.8 
50.0, 35.6, -29.4, -70.5, -4.2, -3.4 
60.0, 26.9, -38.1, -76.3, -8.7, -5.8 
70.0, 18.1, -46.9, -81.3, -8.9, -5.0 
80.0, 9.1, -55.9, -85.7, -9.0, -4.5 
90.0, 9.1, -55.9, -110.0, 0.0, -24.3 
100.0, 9.1, -55.9, -139.2, 0.0, -29.3 
105.9, 9.1, -55.9, -180.0, 0.0, -40.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
