% hyscan_SZA_66p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 23.1, -0.4, 10.9, -0.4, 10.9 
7.0, 23.3, -0.2, 7.6, 0.2, -3.3 
5.0, 23.4, -0.1, 5.4, 0.1, -2.2 
3.5, 23.5, -0.0, 3.8, 0.0, -1.6 
3.0, 23.5, -0.0, -3.3, 0.0, -7.1 
3.5, 23.5, -0.0, -3.8, -0.0, -0.5 
4.0, 23.4, -0.1, -4.4, -0.0, -0.5 
5.0, 23.4, -0.1, -5.4, -0.0, -1.1 
6.0, 23.4, -0.1, -6.5, -0.0, -1.1 
7.0, 23.3, -0.2, -7.6, -0.0, -1.1 
8.0, 23.3, -0.2, -8.7, -0.1, -1.1 
10.0, 23.1, -0.4, -10.9, -0.1, -2.2 
12.0, 23.0, -0.5, -13.0, -0.2, -2.2 
14.0, 22.8, -0.7, -15.2, -0.2, -2.2 
16.0, 22.5, -1.0, -17.4, -0.2, -2.2 
18.0, 22.3, -1.2, -19.5, -0.3, -2.1 
20.0, 22.0, -1.5, -21.6, -0.3, -2.1 
25.0, 21.2, -2.3, -27.0, -0.8, -5.3 
30.0, 20.2, -3.3, -32.2, -1.0, -5.2 
35.0, 19.1, -4.4, -37.4, -1.1, -5.2 
40.0, 17.8, -5.7, -42.5, -1.3, -5.1 
45.0, 16.4, -7.1, -47.5, -1.4, -5.0 
50.0, 14.9, -8.6, -52.4, -1.5, -4.9 
60.1, 14.9, -8.6, -63.4, 0.0, -11.0 
70.1, 14.9, -8.6, -74.4, 0.0, -11.0 
80.0, 14.9, -8.6, -85.4, 0.0, -11.0 
90.0, 14.9, -8.6, -96.7, 0.0, -11.3 
100.0, 14.9, -8.6, -108.2, 0.0, -11.5 
119.9, 14.9, -8.6, -132.7, 0.0, -24.5 
140.0, 14.9, -8.6, -168.4, 0.0, -35.8 
141.6, 14.9, -8.6, -180.0, 0.0, -11.6 
NaN, NaN, NaN, NaN, NaN, NaN 
