% hyscan_SZA_64p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 25.1, -0.4, 11.1, -0.4, 11.1 
7.0, 25.3, -0.2, 7.7, 0.2, -3.3 
5.0, 25.4, -0.1, 5.5, 0.1, -2.2 
3.5, 25.4, -0.1, 3.9, 0.1, -1.7 
3.0, 25.5, -0.0, -3.3, 0.0, -7.2 
3.5, 25.4, -0.1, -3.9, -0.0, -0.6 
4.0, 25.4, -0.1, -4.4, -0.0, -0.6 
5.0, 25.4, -0.1, -5.5, -0.0, -1.1 
6.0, 25.4, -0.1, -6.6, -0.0, -1.1 
7.0, 25.3, -0.2, -7.7, -0.1, -1.1 
8.0, 25.2, -0.3, -8.9, -0.1, -1.1 
10.0, 25.1, -0.4, -11.1, -0.1, -2.2 
12.0, 24.9, -0.6, -13.3, -0.2, -2.2 
14.0, 24.7, -0.8, -15.4, -0.2, -2.2 
16.0, 24.4, -1.1, -17.6, -0.2, -2.2 
18.0, 24.2, -1.3, -19.8, -0.3, -2.2 
20.0, 23.9, -1.6, -22.0, -0.3, -2.2 
25.0, 23.0, -2.5, -27.3, -0.9, -5.4 
30.0, 21.9, -3.6, -32.6, -1.1, -5.3 
35.0, 20.6, -4.9, -37.8, -1.2, -5.2 
40.0, 19.3, -6.2, -42.9, -1.4, -5.1 
45.0, 17.7, -7.8, -47.9, -1.5, -5.0 
50.0, 16.1, -9.4, -52.9, -1.7, -4.9 
60.0, 12.4, -13.1, -62.5, -3.6, -9.6 
69.9, 12.4, -13.1, -73.5, 0.0, -11.0 
80.0, 12.4, -13.1, -84.7, 0.0, -11.3 
89.9, 12.4, -13.1, -96.0, 0.0, -11.3 
99.9, 12.4, -13.1, -107.5, 0.0, -11.5 
120.0, 12.4, -13.1, -132.2, 0.0, -24.8 
140.0, 12.4, -13.1, -167.0, 0.0, -34.8 
142.1, 12.4, -13.1, -180.0, -0.0, -13.0 
NaN, NaN, NaN, NaN, NaN, NaN 
