% hyscan_SZA_26p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 61.8, -1.7, 21.6, -1.7, 21.6 
7.0, 62.7, -0.8, 15.4, 0.9, -6.2 
5.0, 63.1, -0.4, 11.1, 0.4, -4.3 
3.5, 63.3, -0.2, 7.8, 0.2, -3.3 
3.0, 63.3, -0.2, -6.7, 0.1, -14.5 
3.5, 63.3, -0.2, -7.8, -0.1, -1.1 
4.0, 63.2, -0.3, -8.9, -0.1, -1.1 
5.0, 63.1, -0.4, -11.1, -0.2, -2.2 
6.0, 62.9, -0.6, -13.3, -0.2, -2.2 
7.0, 62.7, -0.8, -15.4, -0.2, -2.1 
8.0, 62.4, -1.1, -17.5, -0.3, -2.1 
10.0, 61.8, -1.7, -21.6, -0.6, -4.1 
12.0, 61.1, -2.4, -25.5, -0.7, -3.9 
14.0, 60.3, -3.2, -29.2, -0.8, -3.7 
16.0, 59.3, -4.2, -32.7, -0.9, -3.5 
18.0, 58.3, -5.2, -36.1, -1.0, -3.3 
20.0, 57.2, -6.3, -39.2, -1.1, -3.1 
25.0, 54.2, -9.3, -46.3, -3.0, -7.1 
30.0, 50.8, -12.7, -52.3, -3.4, -6.0 
35.0, 47.1, -16.4, -57.5, -3.7, -5.2 
40.0, 43.3, -20.2, -62.0, -3.9, -4.5 
45.0, 39.3, -24.2, -66.0, -4.0, -4.0 
50.0, 35.1, -28.4, -69.5, -4.1, -3.5 
60.0, 26.6, -36.9, -75.6, -8.5, -6.1 
70.0, 17.8, -45.7, -80.8, -8.8, -5.2 
80.0, 8.9, -54.6, -85.5, -8.9, -4.7 
90.0, 8.9, -54.6, -108.5, 0.0, -23.0 
100.0, 8.9, -54.6, -135.3, 0.0, -26.8 
107.6, 8.9, -54.6, -180.0, 0.0, -44.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
