% hyscan_SZA_52p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 36.8, -0.7, 12.5, -0.7, 12.5 
7.0, 37.2, -0.3, 8.8, 0.3, -3.7 
5.0, 37.3, -0.2, 6.3, 0.2, -2.5 
3.5, 37.4, -0.1, 4.4, 0.1, -1.9 
3.0, 37.4, -0.1, -3.8, 0.0, -8.2 
3.5, 37.4, -0.1, -4.4, -0.0, -0.6 
4.0, 37.4, -0.1, -5.0, -0.0, -0.6 
5.0, 37.3, -0.2, -6.3, -0.1, -1.3 
6.0, 37.3, -0.2, -7.5, -0.1, -1.3 
7.0, 37.2, -0.3, -8.8, -0.1, -1.3 
8.0, 37.1, -0.4, -10.0, -0.1, -1.2 
10.0, 36.8, -0.7, -12.5, -0.2, -2.5 
12.0, 36.5, -1.0, -15.0, -0.3, -2.5 
14.0, 36.2, -1.3, -17.4, -0.3, -2.4 
16.0, 35.8, -1.7, -19.9, -0.4, -2.4 
18.0, 35.4, -2.1, -22.3, -0.4, -2.4 
20.0, 34.9, -2.6, -24.6, -0.5, -2.4 
25.0, 33.5, -4.0, -30.4, -1.4, -5.8 
30.0, 31.8, -5.7, -36.0, -1.7, -5.6 
35.0, 29.9, -7.6, -41.4, -1.9, -5.4 
40.0, 27.8, -9.7, -46.6, -2.1, -5.2 
45.0, 25.5, -12.0, -51.6, -2.3, -5.0 
50.0, 23.0, -14.5, -56.3, -2.5, -4.8 
60.0, 17.7, -19.8, -65.4, -5.3, -9.0 
70.0, 12.0, -25.5, -73.9, -5.7, -8.5 
80.1, 12.0, -25.5, -86.6, 0.0, -12.8 
90.0, 12.0, -25.5, -99.4, 0.0, -12.8 
100.1, 12.0, -25.5, -112.9, 0.0, -13.5 
120.0, 12.0, -25.5, -143.9, 0.0, -31.0 
130.5, 12.0, -25.5, -180.0, 0.0, -36.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
