% hyscan_SZA_18p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 69.1, -2.4, 29.1, -2.4, 29.1 
7.0, 70.3, -1.2, 21.2, 1.2, -7.9 
5.0, 70.9, -0.6, 15.4, 0.6, -5.7 
3.5, 71.2, -0.3, 10.9, 0.3, -4.5 
3.0, 71.3, -0.2, -9.4, 0.1, -20.3 
3.5, 71.2, -0.3, -10.9, -0.1, -1.5 
4.0, 71.1, -0.4, -12.4, -0.1, -1.5 
5.0, 70.9, -0.6, -15.4, -0.2, -3.0 
6.0, 70.6, -0.9, -18.3, -0.3, -2.9 
7.0, 70.3, -1.2, -21.2, -0.3, -2.8 
8.0, 69.9, -1.6, -23.9, -0.4, -2.7 
10.0, 69.1, -2.4, -29.1, -0.8, -5.2 
12.0, 68.1, -3.4, -33.8, -1.0, -4.8 
14.0, 66.9, -4.6, -38.2, -1.1, -4.3 
16.0, 65.7, -5.8, -42.1, -1.2, -3.9 
18.0, 64.4, -7.1, -45.7, -1.3, -3.6 
20.0, 63.0, -8.5, -48.9, -1.4, -3.2 
25.0, 59.3, -12.2, -55.8, -3.8, -6.8 
30.0, 55.2, -16.3, -61.2, -4.0, -5.4 
35.0, 51.0, -20.5, -65.6, -4.2, -4.4 
40.0, 46.6, -24.9, -69.3, -4.4, -3.7 
45.0, 42.1, -29.4, -72.4, -4.5, -3.1 
50.0, 37.6, -33.9, -75.1, -4.6, -2.7 
60.0, 28.3, -43.2, -79.6, -9.3, -4.5 
70.0, 18.9, -52.6, -83.4, -9.4, -3.8 
80.0, 9.5, -62.0, -86.8, -9.4, -3.4 
90.0, 9.5, -62.0, -120.0, 0.0, -33.3 
99.0, 9.5, -62.0, -180.0, 0.0, -60.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
