% hyscan_SZA_51p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 37.8, -0.7, 12.7, -0.7, 12.7 
7.0, 38.2, -0.3, 8.9, 0.4, -3.8 
5.0, 38.3, -0.2, 6.4, 0.2, -2.5 
3.5, 38.4, -0.1, 4.5, 0.1, -1.9 
3.0, 38.4, -0.1, -3.8, 0.0, -8.3 
3.5, 38.4, -0.1, -4.5, -0.0, -0.6 
4.0, 38.4, -0.1, -5.1, -0.0, -0.6 
5.0, 38.3, -0.2, -6.4, -0.1, -1.3 
6.0, 38.3, -0.2, -7.6, -0.1, -1.3 
7.0, 38.2, -0.3, -8.9, -0.1, -1.3 
8.0, 38.1, -0.4, -10.2, -0.1, -1.3 
10.0, 37.8, -0.7, -12.7, -0.2, -2.5 
12.0, 37.5, -1.0, -15.2, -0.3, -2.5 
14.0, 37.2, -1.3, -17.7, -0.4, -2.5 
16.0, 36.8, -1.7, -20.1, -0.4, -2.5 
18.0, 36.3, -2.2, -22.5, -0.5, -2.4 
20.0, 35.8, -2.7, -24.9, -0.5, -2.4 
25.0, 34.3, -4.2, -30.8, -1.5, -5.8 
30.0, 32.6, -5.9, -36.4, -1.7, -5.6 
35.0, 30.7, -7.8, -41.8, -2.0, -5.4 
40.0, 28.5, -10.0, -47.0, -2.2, -5.2 
45.0, 26.1, -12.4, -52.0, -2.4, -5.0 
50.0, 23.6, -14.9, -56.7, -2.5, -4.8 
60.0, 18.1, -20.4, -65.7, -5.5, -9.0 
70.0, 12.3, -26.2, -74.1, -5.8, -8.4 
79.9, 12.3, -26.2, -86.9, 0.0, -12.8 
90.1, 12.3, -26.2, -100.1, 0.0, -13.3 
100.0, 12.3, -26.2, -113.6, 0.0, -13.5 
120.0, 12.3, -26.2, -145.9, 0.0, -32.3 
129.2, 12.3, -26.2, -180.0, 0.0, -34.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
