% hyscan_SZA_28_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 60.4, -1.6, 20.6, -1.6, 20.6 
7.0, 61.2, -0.8, 14.7, 0.8, -5.9 
5.0, 61.6, -0.4, 10.6, 0.4, -4.1 
3.5, 61.8, -0.2, 7.4, 0.2, -3.1 
3.0, 61.9, -0.1, -6.4, 0.1, -13.8 
3.5, 61.8, -0.2, -7.4, -0.1, -1.1 
4.0, 61.7, -0.3, -8.5, -0.1, -1.0 
5.0, 61.6, -0.4, -10.6, -0.1, -2.1 
6.0, 61.4, -0.6, -12.6, -0.2, -2.1 
7.0, 61.2, -0.8, -14.7, -0.2, -2.0 
8.0, 61.0, -1.0, -16.7, -0.2, -2.0 
10.0, 60.4, -1.6, -20.6, -0.6, -3.9 
12.0, 59.7, -2.3, -24.4, -0.7, -3.8 
14.0, 59.0, -3.0, -28.0, -0.8, -3.6 
16.0, 58.1, -3.9, -31.4, -0.9, -3.4 
18.0, 57.1, -4.9, -34.7, -1.0, -3.3 
20.0, 56.1, -5.9, -37.8, -1.0, -3.1 
25.0, 53.2, -8.8, -44.8, -2.9, -7.0 
30.0, 49.9, -12.1, -50.9, -3.3, -6.1 
35.0, 46.3, -15.7, -56.2, -3.6, -5.3 
40.0, 42.6, -19.4, -60.8, -3.8, -4.6 
45.0, 38.6, -23.4, -64.9, -3.9, -4.1 
50.0, 34.6, -27.4, -68.5, -4.1, -3.6 
60.0, 26.2, -35.8, -74.8, -8.4, -6.3 
70.0, 17.6, -44.4, -80.3, -8.6, -5.5 
80.0, 8.8, -53.2, -85.3, -8.8, -5.0 
90.0, 8.8, -53.2, -107.0, 0.0, -21.8 
100.0, 8.8, -53.2, -131.8, 0.0, -24.7 
109.2, 8.8, -53.2, -180.0, 0.0, -48.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
