% hyscan_SZA_30_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 58.5, -1.5, 19.4, -1.5, 19.4 
7.0, 59.3, -0.7, 13.8, 0.7, -5.6 
5.0, 59.6, -0.4, 9.9, 0.4, -3.9 
3.5, 59.8, -0.2, 7.0, 0.2, -3.0 
3.0, 59.9, -0.1, -6.0, 0.0, -13.0 
3.5, 59.8, -0.2, -7.0, -0.0, -1.0 
4.0, 59.8, -0.2, -8.0, -0.1, -1.0 
5.0, 59.6, -0.4, -9.9, -0.1, -2.0 
6.0, 59.5, -0.5, -11.9, -0.2, -1.9 
7.0, 59.3, -0.7, -13.8, -0.2, -1.9 
8.0, 59.0, -1.0, -15.7, -0.2, -1.9 
10.0, 58.5, -1.5, -19.4, -0.5, -3.7 
12.0, 57.9, -2.1, -23.0, -0.6, -3.6 
14.0, 57.2, -2.8, -26.5, -0.7, -3.5 
16.0, 56.4, -3.6, -29.8, -0.8, -3.3 
18.0, 55.5, -4.5, -33.0, -0.9, -3.2 
20.0, 54.5, -5.5, -36.1, -1.0, -3.0 
25.0, 51.7, -8.3, -43.0, -2.8, -7.0 
30.0, 48.6, -11.4, -49.1, -3.1, -6.1 
35.0, 45.2, -14.8, -54.5, -3.4, -5.4 
40.0, 41.6, -18.4, -59.2, -3.6, -4.7 
45.0, 37.8, -22.2, -63.4, -3.8, -4.2 
50.0, 33.8, -26.2, -67.2, -3.9, -3.8 
60.0, 25.7, -34.3, -73.9, -8.2, -6.7 
70.0, 17.2, -42.8, -79.7, -8.4, -5.8 
80.0, 8.6, -51.4, -85.0, -8.6, -5.3 
90.0, 8.6, -51.4, -105.2, 0.0, -20.3 
100.0, 8.6, -51.4, -128.0, 0.0, -22.8 
111.4, 8.6, -51.4, -180.0, 0.0, -52.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
