% hyscan_SZA_1p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.9, -8.6, 81.6, -8.6, 81.6 
7.0, 82.8, -5.7, 78.0, 3.0, -3.6 
5.0, 84.8, -3.7, 73.3, 1.9, -4.6 
3.5, 86.2, -2.3, 66.8, 1.4, -6.5 
3.0, 86.6, -1.9, -63.5, 0.5, -130.3 
3.5, 86.2, -2.3, -66.8, -0.5, -3.4 
4.0, 85.7, -2.8, -69.5, -0.5, -2.6 
5.0, 84.8, -3.7, -73.3, -0.9, -3.9 
6.0, 83.8, -4.7, -76.0, -1.0, -2.7 
7.0, 82.8, -5.7, -78.0, -1.0, -2.0 
8.0, 81.9, -6.6, -79.4, -1.0, -1.5 
10.0, 79.9, -8.6, -81.6, -2.0, -2.1 
12.0, 77.9, -10.6, -83.0, -2.0, -1.4 
14.0, 75.9, -12.6, -84.0, -2.0, -1.0 
16.0, 73.9, -14.6, -84.8, -2.0, -0.8 
18.0, 71.9, -16.6, -85.4, -2.0, -0.6 
20.0, 69.9, -18.6, -85.9, -2.0, -0.5 
25.0, 65.0, -23.5, -86.8, -5.0, -0.9 
30.0, 60.0, -28.5, -87.4, -5.0, -0.6 
35.0, 55.0, -33.5, -87.9, -5.0, -0.5 
40.0, 50.0, -38.5, -88.2, -5.0, -0.4 
45.0, 45.0, -43.5, -88.5, -5.0, -0.3 
50.0, 40.0, -48.5, -88.7, -5.0, -0.2 
60.0, 30.0, -58.5, -89.1, -10.0, -0.4 
70.0, 20.0, -68.5, -89.5, -10.0, -0.3 
80.0, 10.0, -78.5, -89.7, -10.0, -0.3 
81.5, 10.0, -78.5, -180.0, 0.0, -90.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
