% hyscan_SZA_74p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 15.3, -0.2, 10.4, -0.2, 10.4 
7.0, 15.4, -0.1, 7.3, 0.1, -3.1 
5.0, 15.4, -0.1, 5.2, 0.1, -2.1 
3.5, 15.5, -0.0, 3.6, 0.0, -1.6 
3.0, 15.5, -0.0, -3.1, 0.0, -6.7 
3.5, 15.5, -0.0, -3.6, -0.0, -0.5 
4.0, 15.5, -0.0, -4.2, -0.0, -0.5 
5.0, 15.4, -0.1, -5.2, -0.0, -1.0 
6.0, 15.4, -0.1, -6.2, -0.0, -1.0 
7.0, 15.4, -0.1, -7.3, -0.0, -1.0 
8.0, 15.3, -0.2, -8.3, -0.0, -1.0 
10.0, 15.3, -0.2, -10.4, -0.1, -2.1 
12.0, 15.2, -0.3, -12.4, -0.1, -2.1 
14.0, 15.0, -0.5, -14.5, -0.1, -2.1 
16.0, 14.9, -0.6, -16.6, -0.1, -2.1 
17.9, 14.9, -0.6, -18.6, 0.0, -2.0 
20.1, 14.9, -0.6, -20.8, 0.0, -2.3 
24.9, 14.9, -0.6, -25.8, 0.0, -5.0 
30.0, 14.9, -0.6, -31.1, 0.0, -5.3 
35.0, 14.9, -0.6, -36.3, 0.0, -5.2 
40.1, 14.9, -0.6, -41.6, 0.0, -5.3 
45.1, 14.9, -0.6, -46.8, 0.0, -5.3 
49.9, 14.9, -0.6, -51.8, 0.0, -5.0 
59.9, 14.9, -0.6, -62.3, 0.0, -10.5 
69.9, 14.9, -0.6, -72.8, 0.0, -10.5 
80.0, 14.9, -0.6, -83.6, -0.0, -10.8 
90.1, 14.9, -0.6, -94.3, 0.0, -10.8 
100.0, 14.9, -0.6, -105.1, 0.0, -10.8 
119.9, 14.9, -0.6, -127.6, 0.0, -22.5 
139.9, 14.9, -0.6, -153.6, -0.0, -26.0 
149.6, 14.9, -0.6, -180.0, 0.0, -26.4 
NaN, NaN, NaN, NaN, NaN, NaN 
