% hyscan_SZA_8_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 77.2, -4.8, 51.7, -4.8, 51.7 
7.0, 79.4, -2.6, 41.4, 2.2, -10.3 
5.0, 80.6, -1.4, 32.2, 1.2, -9.3 
3.5, 81.3, -0.7, 23.7, 0.7, -8.4 
3.0, 81.5, -0.5, -20.6, 0.2, -44.4 
3.5, 81.3, -0.7, -23.7, -0.2, -3.1 
4.0, 81.1, -0.9, -26.7, -0.2, -3.0 
5.0, 80.6, -1.4, -32.2, -0.5, -5.5 
6.0, 80.0, -2.0, -37.1, -0.6, -4.9 
7.0, 79.4, -2.6, -41.4, -0.6, -4.4 
8.0, 78.7, -3.3, -45.3, -0.7, -3.9 
10.0, 77.2, -4.8, -51.7, -1.5, -6.4 
12.0, 75.6, -6.4, -56.8, -1.6, -5.1 
14.0, 73.9, -8.1, -60.8, -1.7, -4.0 
16.0, 72.2, -9.8, -64.1, -1.8, -3.3 
18.0, 70.4, -11.6, -66.8, -1.8, -2.7 
20.0, 68.5, -13.5, -69.1, -1.8, -2.3 
25.0, 63.8, -18.2, -73.4, -4.7, -4.3 
30.0, 59.0, -23.0, -76.4, -4.8, -3.1 
35.0, 54.2, -27.8, -78.8, -4.8, -2.3 
40.0, 49.3, -32.7, -80.6, -4.9, -1.8 
45.0, 44.4, -37.6, -82.1, -4.9, -1.5 
50.0, 39.5, -42.5, -83.3, -4.9, -1.3 
60.0, 29.7, -52.3, -85.4, -9.9, -2.1 
70.0, 19.8, -62.2, -87.1, -9.9, -1.7 
80.0, 9.9, -72.1, -88.6, -9.9, -1.5 
88.1, 9.9, -72.1, -180.0, 0.0, -91.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
