% hyscan_SZA_57_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 32.4, -0.6, 11.9, -0.6, 11.9 
7.0, 32.7, -0.3, 8.3, 0.3, -3.5 
5.0, 32.9, -0.1, 6.0, 0.1, -2.4 
3.5, 32.9, -0.1, 4.2, 0.1, -1.8 
3.0, 32.9, -0.1, -3.6, 0.0, -7.7 
3.5, 32.9, -0.1, -4.2, -0.0, -0.6 
4.0, 32.9, -0.1, -4.8, -0.0, -0.6 
5.0, 32.9, -0.1, -6.0, -0.1, -1.2 
6.0, 32.8, -0.2, -7.1, -0.1, -1.2 
7.0, 32.7, -0.3, -8.3, -0.1, -1.2 
8.0, 32.6, -0.4, -9.5, -0.1, -1.2 
10.0, 32.4, -0.6, -11.9, -0.2, -2.4 
12.0, 32.2, -0.8, -14.2, -0.2, -2.3 
14.0, 31.9, -1.1, -16.6, -0.3, -2.3 
16.0, 31.6, -1.4, -18.9, -0.3, -2.3 
18.0, 31.2, -1.8, -21.2, -0.4, -2.3 
20.0, 30.8, -2.2, -23.5, -0.4, -2.3 
25.0, 29.6, -3.4, -29.1, -1.2, -5.6 
30.0, 28.1, -4.9, -34.5, -1.4, -5.5 
35.0, 26.5, -6.5, -39.9, -1.6, -5.3 
40.0, 24.7, -8.3, -45.0, -1.8, -5.2 
45.0, 22.7, -10.3, -50.0, -2.0, -5.0 
50.0, 20.5, -12.5, -54.9, -2.2, -4.9 
60.0, 15.8, -17.2, -64.2, -4.7, -9.3 
70.0, 10.7, -22.3, -73.0, -5.1, -8.9 
80.0, 10.7, -22.3, -85.0, 0.0, -12.0 
90.0, 10.7, -22.3, -97.0, 0.0, -12.0 
100.0, 10.7, -22.3, -109.5, 0.0, -12.5 
119.9, 10.7, -22.3, -136.8, 0.0, -27.3 
136.3, 10.7, -22.3, -180.0, -0.0, -43.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
