% hyscan_SZA_53p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 35.9, -0.6, 12.4, -0.6, 12.4 
7.0, 36.2, -0.3, 8.7, 0.3, -3.7 
5.0, 36.3, -0.2, 6.2, 0.2, -2.5 
3.5, 36.4, -0.1, 4.4, 0.1, -1.9 
3.0, 36.4, -0.1, -3.7, 0.0, -8.1 
3.5, 36.4, -0.1, -4.4, -0.0, -0.6 
4.0, 36.4, -0.1, -5.0, -0.0, -0.6 
5.0, 36.3, -0.2, -6.2, -0.1, -1.2 
6.0, 36.3, -0.2, -7.4, -0.1, -1.2 
7.0, 36.2, -0.3, -8.7, -0.1, -1.2 
8.0, 36.1, -0.4, -9.9, -0.1, -1.2 
10.0, 35.9, -0.6, -12.4, -0.2, -2.5 
12.0, 35.6, -0.9, -14.8, -0.3, -2.4 
14.0, 35.3, -1.2, -17.2, -0.3, -2.4 
16.0, 34.9, -1.6, -19.6, -0.4, -2.4 
18.0, 34.5, -2.0, -22.0, -0.4, -2.4 
20.0, 34.0, -2.5, -24.4, -0.5, -2.4 
25.0, 32.6, -3.9, -30.1, -1.4, -5.8 
30.0, 31.0, -5.5, -35.7, -1.6, -5.6 
35.0, 29.2, -7.3, -41.1, -1.8, -5.4 
40.0, 27.1, -9.4, -46.2, -2.1, -5.2 
45.0, 24.9, -11.6, -51.2, -2.2, -5.0 
50.0, 22.5, -14.0, -56.0, -2.4, -4.8 
60.0, 17.3, -19.2, -65.1, -5.2, -9.1 
70.0, 11.7, -24.8, -73.7, -5.6, -8.6 
80.0, 11.7, -24.8, -86.2, 0.0, -12.5 
90.1, 11.7, -24.8, -98.9, 0.0, -12.8 
100.0, 11.7, -24.8, -111.9, 0.0, -13.0 
120.1, 11.7, -24.8, -142.2, -0.0, -30.3 
131.8, 11.7, -24.8, -180.0, 0.0, -37.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
