% hyscan_SZA_32_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 56.6, -1.4, 18.4, -1.4, 18.4 
7.0, 57.3, -0.7, 13.0, 0.7, -5.4 
5.0, 57.7, -0.3, 9.4, 0.3, -3.7 
3.5, 57.8, -0.2, 6.6, 0.2, -2.8 
3.0, 57.9, -0.1, -5.6, 0.0, -12.2 
3.5, 57.8, -0.2, -6.6, -0.0, -0.9 
4.0, 57.8, -0.2, -7.5, -0.1, -0.9 
5.0, 57.7, -0.3, -9.4, -0.1, -1.9 
6.0, 57.5, -0.5, -11.2, -0.2, -1.8 
7.0, 57.3, -0.7, -13.0, -0.2, -1.8 
8.0, 57.1, -0.9, -14.9, -0.2, -1.8 
10.0, 56.6, -1.4, -18.4, -0.5, -3.6 
12.0, 56.0, -2.0, -21.9, -0.6, -3.5 
14.0, 55.4, -2.6, -25.2, -0.7, -3.3 
16.0, 54.6, -3.4, -28.4, -0.8, -3.2 
18.0, 53.8, -4.2, -31.5, -0.8, -3.1 
20.0, 52.8, -5.2, -34.5, -0.9, -3.0 
25.0, 50.2, -7.8, -41.3, -2.6, -6.9 
30.0, 47.3, -10.7, -47.5, -3.0, -6.1 
35.0, 44.0, -14.0, -52.9, -3.3, -5.4 
40.0, 40.5, -17.5, -57.7, -3.5, -4.8 
45.0, 36.8, -21.2, -62.1, -3.7, -4.4 
50.0, 33.0, -25.0, -66.0, -3.8, -3.9 
60.0, 25.1, -32.9, -73.0, -7.9, -7.0 
70.0, 16.9, -41.1, -79.1, -8.2, -6.1 
80.0, 8.5, -49.5, -84.7, -8.4, -5.6 
89.9, 8.5, -49.5, -103.7, 0.0, -19.0 
100.0, 8.5, -49.5, -124.7, 0.0, -21.0 
113.5, 8.5, -49.5, -180.0, 0.0, -55.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
