% hyscan_SZA_53_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 36.3, -0.7, 12.5, -0.7, 12.5 
7.0, 36.7, -0.3, 8.7, 0.3, -3.7 
5.0, 36.8, -0.2, 6.3, 0.2, -2.5 
3.5, 36.9, -0.1, 4.4, 0.1, -1.9 
3.0, 36.9, -0.1, -3.8, 0.0, -8.1 
3.5, 36.9, -0.1, -4.4, -0.0, -0.6 
4.0, 36.9, -0.1, -5.0, -0.0, -0.6 
5.0, 36.8, -0.2, -6.3, -0.1, -1.2 
6.0, 36.8, -0.2, -7.5, -0.1, -1.2 
7.0, 36.7, -0.3, -8.7, -0.1, -1.2 
8.0, 36.6, -0.4, -10.0, -0.1, -1.2 
10.0, 36.3, -0.7, -12.5, -0.2, -2.5 
12.0, 36.1, -0.9, -14.9, -0.3, -2.5 
14.0, 35.7, -1.3, -17.3, -0.3, -2.4 
16.0, 35.3, -1.7, -19.8, -0.4, -2.4 
18.0, 34.9, -2.1, -22.1, -0.4, -2.4 
20.0, 34.4, -2.6, -24.5, -0.5, -2.4 
25.0, 33.1, -3.9, -30.3, -1.4, -5.8 
30.0, 31.4, -5.6, -35.9, -1.6, -5.6 
35.0, 29.5, -7.5, -41.2, -1.9, -5.4 
40.0, 27.5, -9.5, -46.4, -2.1, -5.2 
45.0, 25.2, -11.8, -51.4, -2.3, -5.0 
50.0, 22.8, -14.2, -56.2, -2.4, -4.8 
60.0, 17.5, -19.5, -65.2, -5.2, -9.1 
70.0, 11.9, -25.1, -73.8, -5.6, -8.5 
80.0, 11.9, -25.1, -86.3, 0.0, -12.5 
89.9, 11.9, -25.1, -99.0, -0.0, -12.8 
99.9, 11.9, -25.1, -112.3, 0.0, -13.3 
120.0, 11.9, -25.1, -143.0, 0.0, -30.8 
131.1, 11.9, -25.1, -180.0, 0.0, -37.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
