% hyscan_SZA_4p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.0, -6.5, 66.0, -6.5, 66.0 
7.0, 81.7, -3.8, 57.4, 2.6, -8.6 
5.0, 83.3, -2.2, 48.1, 1.6, -9.3 
3.5, 84.3, -1.2, 37.9, 1.0, -10.2 
3.0, 84.6, -0.9, -33.7, 0.3, -71.7 
3.5, 84.3, -1.2, -37.9, -0.3, -4.2 
4.0, 84.0, -1.5, -41.7, -0.3, -3.8 
5.0, 83.3, -2.2, -48.1, -0.7, -6.4 
6.0, 82.5, -3.0, -53.3, -0.8, -5.1 
7.0, 81.7, -3.8, -57.4, -0.8, -4.2 
8.0, 80.8, -4.7, -60.8, -0.9, -3.4 
10.0, 79.0, -6.5, -66.0, -1.8, -5.2 
12.0, 77.2, -8.3, -69.7, -1.8, -3.7 
14.0, 75.3, -10.2, -72.5, -1.9, -2.8 
16.0, 73.4, -12.1, -74.7, -1.9, -2.2 
18.0, 71.5, -14.0, -76.4, -1.9, -1.7 
20.0, 69.5, -16.0, -77.8, -1.9, -1.4 
25.0, 64.6, -20.9, -80.4, -4.9, -2.6 
30.0, 59.7, -25.8, -82.3, -4.9, -1.8 
35.0, 54.7, -30.8, -83.6, -4.9, -1.3 
40.0, 49.8, -35.7, -84.7, -5.0, -1.1 
45.0, 44.8, -40.7, -85.5, -5.0, -0.9 
50.0, 39.9, -45.6, -86.2, -5.0, -0.7 
60.0, 29.9, -55.6, -87.4, -10.0, -1.2 
70.0, 19.9, -65.6, -88.4, -10.0, -1.0 
80.0, 10.0, -75.5, -89.2, -10.0, -0.8 
84.5, 10.0, -75.5, -180.0, 0.0, -90.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
