% hyscan_SZA_46p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 42.7, -0.8, 13.7, -0.8, 13.7 
7.0, 43.1, -0.4, 9.6, 0.4, -4.1 
5.0, 43.3, -0.2, 6.9, 0.2, -2.7 
3.5, 43.4, -0.1, 4.8, 0.1, -2.1 
3.0, 43.4, -0.1, -4.1, 0.0, -9.0 
3.5, 43.4, -0.1, -4.8, -0.0, -0.7 
4.0, 43.4, -0.1, -5.5, -0.0, -0.7 
5.0, 43.3, -0.2, -6.9, -0.1, -1.4 
6.0, 43.2, -0.3, -8.2, -0.1, -1.4 
7.0, 43.1, -0.4, -9.6, -0.1, -1.4 
8.0, 43.0, -0.5, -11.0, -0.1, -1.4 
10.0, 42.7, -0.8, -13.7, -0.3, -2.7 
12.0, 42.3, -1.2, -16.3, -0.4, -2.7 
14.0, 41.9, -1.6, -19.0, -0.4, -2.6 
16.0, 41.4, -2.1, -21.6, -0.5, -2.6 
18.0, 40.9, -2.6, -24.1, -0.5, -2.6 
20.0, 40.3, -3.2, -26.6, -0.6, -2.5 
25.0, 38.6, -4.9, -32.7, -1.7, -6.1 
30.0, 36.6, -6.9, -38.5, -2.0, -5.8 
35.0, 34.3, -9.2, -44.0, -2.3, -5.5 
40.0, 31.8, -11.7, -49.2, -2.5, -5.2 
45.0, 29.1, -14.4, -54.0, -2.7, -4.9 
50.0, 26.3, -17.2, -58.7, -2.9, -4.6 
60.0, 20.1, -23.4, -67.3, -6.1, -8.6 
70.0, 13.6, -29.9, -75.2, -6.5, -7.9 
79.9, 13.6, -29.9, -89.0, 0.0, -13.8 
89.9, 13.6, -29.9, -103.2, 0.0, -14.3 
100.0, 13.6, -29.9, -118.5, 0.0, -15.3 
120.0, 13.6, -29.9, -160.0, 0.0, -41.5 
122.9, 13.6, -29.9, -180.0, 0.0, -20.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
