% hyscan_SZA_48_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 41.2, -0.8, 13.3, -0.8, 13.3 
7.0, 41.6, -0.4, 9.4, 0.4, -4.0 
5.0, 41.8, -0.2, 6.7, 0.2, -2.7 
3.5, 41.9, -0.1, 4.7, 0.1, -2.0 
3.0, 41.9, -0.1, -4.0, 0.0, -8.7 
3.5, 41.9, -0.1, -4.7, -0.0, -0.7 
4.0, 41.9, -0.1, -5.4, -0.0, -0.7 
5.0, 41.8, -0.2, -6.7, -0.1, -1.3 
6.0, 41.7, -0.3, -8.1, -0.1, -1.3 
7.0, 41.6, -0.4, -9.4, -0.1, -1.3 
8.0, 41.5, -0.5, -10.7, -0.1, -1.3 
10.0, 41.2, -0.8, -13.3, -0.3, -2.6 
12.0, 40.9, -1.1, -16.0, -0.3, -2.6 
14.0, 40.5, -1.5, -18.5, -0.4, -2.6 
16.0, 40.0, -2.0, -21.1, -0.5, -2.6 
18.0, 39.5, -2.5, -23.6, -0.5, -2.5 
20.0, 39.0, -3.0, -26.1, -0.6, -2.5 
25.0, 37.3, -4.7, -32.1, -1.6, -6.0 
30.0, 35.4, -6.6, -37.8, -1.9, -5.7 
35.0, 33.2, -8.8, -43.3, -2.2, -5.5 
40.0, 30.8, -11.2, -48.5, -2.4, -5.2 
45.0, 28.2, -13.8, -53.4, -2.6, -4.9 
50.0, 25.5, -16.5, -58.1, -2.8, -4.7 
60.0, 19.5, -22.5, -66.8, -5.9, -8.7 
70.0, 13.2, -28.8, -74.9, -6.3, -8.1 
80.0, 13.2, -28.8, -88.4, 0.0, -13.5 
89.9, 13.2, -28.8, -102.1, 0.0, -13.8 
100.0, 13.2, -28.8, -116.9, 0.0, -14.8 
120.0, 13.2, -28.8, -154.6, 0.0, -37.7 
124.8, 13.2, -28.8, -180.0, 0.0, -25.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
