% hyscan_SZA_18_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 69.5, -2.5, 29.7, -2.5, 29.7 
7.0, 70.7, -1.3, 21.7, 1.2, -8.0 
5.0, 71.3, -0.7, 15.8, 0.6, -5.9 
3.5, 71.7, -0.3, 11.2, 0.3, -4.6 
3.0, 71.8, -0.2, -9.6, 0.1, -20.8 
3.5, 71.7, -0.3, -11.2, -0.1, -1.6 
4.0, 71.6, -0.4, -12.8, -0.1, -1.6 
5.0, 71.3, -0.7, -15.8, -0.2, -3.1 
6.0, 71.1, -0.9, -18.8, -0.3, -3.0 
7.0, 70.7, -1.3, -21.7, -0.3, -2.9 
8.0, 70.4, -1.6, -24.5, -0.4, -2.8 
10.0, 69.5, -2.5, -29.7, -0.9, -5.3 
12.0, 68.5, -3.5, -34.5, -1.0, -4.8 
14.0, 67.3, -4.7, -38.9, -1.1, -4.4 
16.0, 66.1, -5.9, -42.9, -1.2, -4.0 
18.0, 64.8, -7.2, -46.4, -1.3, -3.6 
20.0, 63.3, -8.7, -49.7, -1.4, -3.2 
25.0, 59.5, -12.5, -56.5, -3.8, -6.8 
30.0, 55.5, -16.5, -61.8, -4.1, -5.4 
35.0, 51.2, -20.8, -66.2, -4.3, -4.3 
40.0, 46.8, -25.2, -69.8, -4.4, -3.6 
45.0, 42.3, -29.7, -72.8, -4.5, -3.0 
50.0, 37.7, -34.3, -75.5, -4.6, -2.6 
60.0, 28.4, -43.6, -79.9, -9.3, -4.4 
70.0, 19.0, -53.0, -83.6, -9.4, -3.7 
80.0, 9.5, -62.5, -86.9, -9.5, -3.3 
90.0, 9.5, -62.5, -121.1, 0.0, -34.3 
98.5, 9.5, -62.5, -180.0, 0.0, -58.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
