% hyscan_SZA_66_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 23.6, -0.4, 10.9, -0.4, 10.9 
7.0, 23.8, -0.2, 7.7, 0.2, -3.3 
5.0, 23.9, -0.1, 5.5, 0.1, -2.2 
3.5, 24.0, -0.0, 3.8, 0.0, -1.6 
3.0, 24.0, -0.0, -3.3, 0.0, -7.1 
3.5, 24.0, -0.0, -3.8, -0.0, -0.5 
4.0, 23.9, -0.1, -4.4, -0.0, -0.5 
5.0, 23.9, -0.1, -5.5, -0.0, -1.1 
6.0, 23.9, -0.1, -6.6, -0.0, -1.1 
7.0, 23.8, -0.2, -7.7, -0.1, -1.1 
8.0, 23.8, -0.2, -8.7, -0.1, -1.1 
10.0, 23.6, -0.4, -10.9, -0.1, -2.2 
12.0, 23.4, -0.6, -13.1, -0.2, -2.2 
14.0, 23.2, -0.8, -15.3, -0.2, -2.2 
16.0, 23.0, -1.0, -17.4, -0.2, -2.2 
18.0, 22.8, -1.2, -19.6, -0.3, -2.2 
20.0, 22.5, -1.5, -21.7, -0.3, -2.1 
25.0, 21.6, -2.4, -27.0, -0.8, -5.3 
30.0, 20.6, -3.4, -32.3, -1.0, -5.3 
35.0, 19.5, -4.5, -37.5, -1.2, -5.2 
40.0, 18.2, -5.8, -42.6, -1.3, -5.1 
45.0, 16.7, -7.3, -47.6, -1.4, -5.0 
50.0, 15.2, -8.8, -52.5, -1.6, -4.9 
60.0, 11.7, -12.3, -62.2, -3.4, -9.7 
70.0, 11.7, -12.3, -73.2, -0.0, -11.0 
80.0, 11.7, -12.3, -84.2, 0.0, -11.0 
89.9, 11.7, -12.3, -95.2, 0.0, -11.0 
100.0, 11.7, -12.3, -106.7, 0.0, -11.5 
120.0, 11.7, -12.3, -130.7, 0.0, -24.0 
140.0, 11.7, -12.3, -161.7, 0.0, -31.0 
144.3, 11.7, -12.3, -180.0, 0.0, -18.3 
NaN, NaN, NaN, NaN, NaN, NaN 
