% hyscan_SZA_7p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 77.5, -5.0, 53.5, -5.0, 53.5 
7.0, 79.8, -2.7, 43.2, 2.2, -10.2 
5.0, 81.0, -1.5, 33.8, 1.2, -9.4 
3.5, 81.7, -0.8, 25.1, 0.7, -8.7 
3.0, 81.9, -0.6, -21.9, 0.2, -47.0 
3.5, 81.7, -0.8, -25.1, -0.2, -3.2 
4.0, 81.5, -1.0, -28.2, -0.2, -3.1 
5.0, 81.0, -1.5, -33.8, -0.5, -5.7 
6.0, 80.4, -2.1, -38.8, -0.6, -5.0 
7.0, 79.8, -2.7, -43.2, -0.7, -4.4 
8.0, 79.1, -3.4, -47.1, -0.7, -3.9 
10.0, 77.5, -5.0, -53.5, -1.5, -6.4 
12.0, 75.9, -6.6, -58.4, -1.6, -5.0 
14.0, 74.2, -8.3, -62.4, -1.7, -3.9 
16.0, 72.4, -10.1, -65.5, -1.8, -3.2 
18.0, 70.5, -12.0, -68.1, -1.8, -2.6 
20.0, 68.7, -13.8, -70.3, -1.9, -2.2 
25.0, 64.0, -18.5, -74.4, -4.7, -4.1 
30.0, 59.2, -23.3, -77.3, -4.8, -2.9 
35.0, 54.3, -28.2, -79.4, -4.9, -2.2 
40.0, 49.4, -33.1, -81.2, -4.9, -1.7 
45.0, 44.5, -38.0, -82.6, -4.9, -1.4 
50.0, 39.6, -42.9, -83.7, -4.9, -1.2 
60.0, 29.7, -52.8, -85.7, -9.9, -1.9 
70.0, 19.8, -62.7, -87.3, -9.9, -1.6 
80.0, 9.9, -72.6, -88.7, -9.9, -1.4 
87.6, 9.9, -72.6, -180.0, 0.0, -91.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
