% hyscan_SZA_23p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 64.6, -1.9, 23.9, -1.9, 23.9 
7.0, 65.5, -1.0, 17.1, 1.0, -6.7 
5.0, 66.0, -0.5, 12.4, 0.5, -4.7 
3.5, 66.3, -0.2, 8.7, 0.3, -3.7 
3.0, 66.3, -0.2, -7.5, 0.1, -16.2 
3.5, 66.3, -0.2, -8.7, -0.1, -1.2 
4.0, 66.2, -0.3, -9.9, -0.1, -1.2 
5.0, 66.0, -0.5, -12.4, -0.2, -2.4 
6.0, 65.8, -0.7, -14.8, -0.2, -2.4 
7.0, 65.5, -1.0, -17.1, -0.3, -2.3 
8.0, 65.2, -1.3, -19.4, -0.3, -2.3 
10.0, 64.6, -1.9, -23.9, -0.7, -4.4 
12.0, 63.8, -2.7, -28.1, -0.8, -4.2 
14.0, 62.9, -3.6, -32.0, -0.9, -4.0 
16.0, 61.8, -4.7, -35.7, -1.0, -3.7 
18.0, 60.7, -5.8, -39.2, -1.1, -3.5 
20.0, 59.5, -7.0, -42.4, -1.2, -3.2 
25.0, 56.2, -10.3, -49.5, -3.3, -7.1 
30.0, 52.6, -13.9, -55.4, -3.6, -5.9 
35.0, 48.7, -17.8, -60.3, -3.9, -5.0 
40.0, 44.6, -21.9, -64.6, -4.1, -4.2 
45.0, 40.4, -26.1, -68.3, -4.2, -3.7 
50.0, 36.1, -30.4, -71.5, -4.3, -3.2 
60.0, 27.3, -39.2, -77.0, -8.8, -5.5 
70.0, 18.3, -48.2, -81.7, -9.0, -4.7 
80.0, 9.2, -57.3, -86.0, -9.1, -4.2 
90.0, 9.2, -57.3, -111.7, 0.0, -25.8 
100.0, 9.2, -57.3, -144.2, 0.0, -32.5 
104.3, 9.2, -57.3, -180.0, 0.0, -35.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
