% hyscan_SZA_81p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
9.9, 8.5, 0.0, 10.0, 0.0, 10.0 
6.9, 8.5, 0.0, 7.0, 0.0, -3.0 
4.9, 8.5, 0.0, 5.0, 0.0, -2.0 
3.5, 8.5, 0.0, 3.5, 0.0, -1.5 
3.0, 8.5, 0.0, -3.0, 0.0, -6.5 
3.5, 8.5, 0.0, -3.5, 0.0, -0.5 
4.0, 8.5, 0.0, -4.0, 0.0, -0.5 
4.9, 8.5, 0.0, -5.0, 0.0, -1.0 
5.9, 8.5, 0.0, -6.0, 0.0, -1.0 
6.9, 8.5, 0.0, -7.0, 0.0, -1.0 
7.9, 8.5, 0.0, -8.0, 0.0, -1.0 
9.9, 8.5, 0.0, -10.0, 0.0, -2.0 
12.1, 8.5, 0.0, -12.3, 0.0, -2.3 
14.1, 8.5, 0.0, -14.3, 0.0, -2.0 
16.1, 8.5, 0.0, -16.3, 0.0, -2.0 
18.0, 8.5, 0.0, -18.3, 0.0, -2.0 
20.0, 8.5, 0.0, -20.3, 0.0, -2.0 
25.0, 8.5, 0.0, -25.3, 0.0, -5.0 
29.9, 8.5, 0.0, -30.3, 0.0, -5.0 
35.1, 8.5, 0.0, -35.5, 0.0, -5.3 
40.0, 8.5, 0.0, -40.5, 0.0, -5.0 
45.0, 8.5, 0.0, -45.5, 0.0, -5.0 
49.9, 8.5, 0.0, -50.5, 0.0, -5.0 
60.0, 8.5, 0.0, -60.8, 0.0, -10.3 
70.1, 8.5, 0.0, -71.0, 0.0, -10.3 
79.9, 8.5, 0.0, -81.0, 0.0, -10.0 
90.0, 8.5, 0.0, -91.3, 0.0, -10.3 
100.0, 8.5, 0.0, -101.5, 0.0, -10.3 
120.0, 8.5, 0.0, -122.3, 0.0, -20.8 
140.1, 8.5, 0.0, -143.8, 0.0, -21.5 
160.0, 8.5, 0.0, -169.5, 0.0, -25.8 
163.0, 8.5, 0.0, -180.0, 0.0, -10.5 
