% hyscan_SZA_2p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.7, -7.8, 76.1, -7.8, 76.1 
7.0, 82.6, -4.9, 70.4, 2.9, -5.7 
5.0, 84.4, -3.1, 63.5, 1.8, -6.9 
3.5, 85.7, -1.8, 54.5, 1.3, -9.0 
3.0, 86.1, -1.4, -50.2, 0.4, -104.7 
3.5, 85.7, -1.8, -54.5, -0.4, -4.3 
4.0, 85.3, -2.2, -58.0, -0.4, -3.5 
5.0, 84.4, -3.1, -63.5, -0.9, -5.5 
6.0, 83.5, -4.0, -67.5, -0.9, -4.0 
7.0, 82.6, -4.9, -70.4, -0.9, -3.0 
8.0, 81.6, -5.9, -72.8, -0.9, -2.3 
10.0, 79.7, -7.8, -76.1, -1.9, -3.3 
12.0, 77.7, -9.8, -78.4, -1.9, -2.3 
14.0, 75.8, -11.7, -80.1, -2.0, -1.7 
16.0, 73.8, -13.7, -81.4, -2.0, -1.3 
18.0, 71.8, -15.7, -82.4, -2.0, -1.0 
20.0, 69.9, -17.6, -83.2, -2.0, -0.8 
25.0, 64.9, -22.6, -84.7, -5.0, -1.5 
30.0, 59.9, -27.6, -85.7, -5.0, -1.0 
35.0, 54.9, -32.6, -86.4, -5.0, -0.8 
40.0, 49.9, -37.6, -87.0, -5.0, -0.6 
45.0, 44.9, -42.6, -87.5, -5.0, -0.5 
50.0, 40.0, -47.5, -87.9, -5.0, -0.4 
60.0, 30.0, -57.5, -88.6, -10.0, -0.7 
70.0, 20.0, -67.5, -89.1, -10.0, -0.5 
80.0, 10.0, -77.5, -89.6, -10.0, -0.5 
82.5, 10.0, -77.5, -180.0, 0.0, -90.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
