% hyscan_SZA_57p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 31.9, -0.6, 11.8, -0.6, 11.8 
7.0, 32.2, -0.3, 8.3, 0.3, -3.5 
5.0, 32.4, -0.1, 5.9, 0.1, -2.4 
3.5, 32.4, -0.1, 4.1, 0.1, -1.8 
3.0, 32.4, -0.1, -3.6, 0.0, -7.7 
3.5, 32.4, -0.1, -4.1, -0.0, -0.6 
4.0, 32.4, -0.1, -4.7, -0.0, -0.6 
5.0, 32.4, -0.1, -5.9, -0.0, -1.2 
6.0, 32.3, -0.2, -7.1, -0.1, -1.2 
7.0, 32.2, -0.3, -8.3, -0.1, -1.2 
8.0, 32.1, -0.4, -9.5, -0.1, -1.2 
10.0, 31.9, -0.6, -11.8, -0.2, -2.3 
12.0, 31.7, -0.8, -14.1, -0.2, -2.3 
14.0, 31.4, -1.1, -16.5, -0.3, -2.3 
16.0, 31.1, -1.4, -18.8, -0.3, -2.3 
18.0, 30.7, -1.8, -21.1, -0.4, -2.3 
20.0, 30.3, -2.2, -23.3, -0.4, -2.3 
25.0, 29.1, -3.4, -28.9, -1.2, -5.6 
30.0, 27.7, -4.8, -34.4, -1.4, -5.5 
35.0, 26.1, -6.4, -39.7, -1.6, -5.3 
40.0, 24.3, -8.2, -44.9, -1.8, -5.2 
45.0, 22.3, -10.2, -49.9, -2.0, -5.0 
50.0, 20.2, -12.3, -54.7, -2.1, -4.9 
60.0, 15.6, -16.9, -64.0, -4.6, -9.3 
70.0, 10.6, -21.9, -72.9, -5.0, -8.9 
80.1, 10.6, -21.9, -84.9, 0.0, -12.0 
90.1, 10.6, -21.9, -96.9, 0.0, -12.0 
100.0, 10.6, -21.9, -109.2, 0.0, -12.3 
120.0, 10.6, -21.9, -136.2, 0.0, -27.0 
136.9, 10.6, -21.9, -180.0, 0.0, -43.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
