% hyscan_SZA_29p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 59.0, -1.5, 19.7, -1.5, 19.7 
7.0, 59.8, -0.7, 14.0, 0.8, -5.7 
5.0, 60.1, -0.4, 10.1, 0.4, -3.9 
3.5, 60.3, -0.2, 7.1, 0.2, -3.0 
3.0, 60.4, -0.1, -6.1, 0.0, -13.2 
3.5, 60.3, -0.2, -7.1, -0.0, -1.0 
4.0, 60.3, -0.2, -8.1, -0.1, -1.0 
5.0, 60.1, -0.4, -10.1, -0.1, -2.0 
6.0, 59.9, -0.6, -12.0, -0.2, -2.0 
7.0, 59.8, -0.7, -14.0, -0.2, -2.0 
8.0, 59.5, -1.0, -15.9, -0.2, -1.9 
10.0, 59.0, -1.5, -19.7, -0.5, -3.8 
12.0, 58.4, -2.1, -23.3, -0.6, -3.6 
14.0, 57.6, -2.9, -26.9, -0.7, -3.5 
16.0, 56.8, -3.7, -30.2, -0.8, -3.4 
18.0, 55.9, -4.6, -33.4, -0.9, -3.2 
20.0, 54.9, -5.6, -36.5, -1.0, -3.1 
25.0, 52.1, -8.4, -43.4, -2.8, -7.0 
30.0, 48.9, -11.6, -49.5, -3.2, -6.1 
35.0, 45.5, -15.0, -54.9, -3.4, -5.3 
40.0, 41.8, -18.7, -59.6, -3.7, -4.7 
45.0, 38.0, -22.5, -63.8, -3.8, -4.2 
50.0, 34.0, -26.5, -67.5, -4.0, -3.8 
60.0, 25.8, -34.7, -74.1, -8.2, -6.6 
70.0, 17.3, -43.2, -79.8, -8.5, -5.7 
80.0, 8.7, -51.8, -85.0, -8.6, -5.2 
90.1, 8.7, -51.8, -105.8, 0.0, -20.8 
100.0, 8.7, -51.8, -128.8, 0.0, -23.0 
110.8, 8.7, -51.8, -180.0, 0.0, -51.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
