% hyscan_SZA_58p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 31.0, -0.5, 11.7, -0.5, 11.7 
7.0, 31.2, -0.3, 8.2, 0.3, -3.5 
5.0, 31.4, -0.1, 5.9, 0.1, -2.3 
3.5, 31.4, -0.1, 4.1, 0.1, -1.8 
3.0, 31.5, -0.0, -3.5, 0.0, -7.6 
3.5, 31.4, -0.1, -4.1, -0.0, -0.6 
4.0, 31.4, -0.1, -4.7, -0.0, -0.6 
5.0, 31.4, -0.1, -5.9, -0.0, -1.2 
6.0, 31.3, -0.2, -7.0, -0.1, -1.2 
7.0, 31.2, -0.3, -8.2, -0.1, -1.2 
8.0, 31.2, -0.3, -9.4, -0.1, -1.2 
10.0, 31.0, -0.5, -11.7, -0.2, -2.3 
12.0, 30.7, -0.8, -14.0, -0.2, -2.3 
14.0, 30.5, -1.0, -16.3, -0.3, -2.3 
16.0, 30.1, -1.4, -18.6, -0.3, -2.3 
18.0, 29.8, -1.7, -20.9, -0.4, -2.3 
20.0, 29.4, -2.1, -23.1, -0.4, -2.3 
25.0, 28.3, -3.2, -28.7, -1.1, -5.6 
30.0, 26.9, -4.6, -34.1, -1.4, -5.4 
35.0, 25.3, -6.2, -39.4, -1.6, -5.3 
40.0, 23.6, -7.9, -44.5, -1.7, -5.1 
45.0, 21.7, -9.8, -49.5, -1.9, -5.0 
50.0, 19.6, -11.9, -54.4, -2.1, -4.9 
60.0, 15.1, -16.4, -63.8, -4.5, -9.4 
70.0, 10.3, -21.2, -72.8, -4.8, -9.0 
80.0, 10.3, -21.2, -84.5, 0.0, -11.8 
90.1, 10.3, -21.2, -96.5, 0.0, -12.0 
100.0, 10.3, -21.2, -108.5, 0.0, -12.0 
120.0, 10.3, -21.2, -135.0, 0.0, -26.5 
138.2, 10.3, -21.2, -180.0, 0.0, -45.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
