% hyscan_SZA_65_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 24.6, -0.4, 11.0, -0.4, 11.0 
7.0, 24.8, -0.2, 7.7, 0.2, -3.3 
5.0, 24.9, -0.1, 5.5, 0.1, -2.2 
3.5, 25.0, -0.0, 3.9, 0.1, -1.7 
3.0, 25.0, -0.0, -3.3, 0.0, -7.2 
3.5, 25.0, -0.0, -3.9, -0.0, -0.6 
4.0, 24.9, -0.1, -4.4, -0.0, -0.6 
5.0, 24.9, -0.1, -5.5, -0.0, -1.1 
6.0, 24.9, -0.1, -6.6, -0.0, -1.1 
7.0, 24.8, -0.2, -7.7, -0.1, -1.1 
8.0, 24.7, -0.3, -8.8, -0.1, -1.1 
10.0, 24.6, -0.4, -11.0, -0.1, -2.2 
12.0, 24.4, -0.6, -13.2, -0.2, -2.2 
14.0, 24.2, -0.8, -15.4, -0.2, -2.2 
16.0, 24.0, -1.0, -17.6, -0.2, -2.2 
18.0, 23.7, -1.3, -19.7, -0.3, -2.2 
20.0, 23.4, -1.6, -21.9, -0.3, -2.2 
25.0, 22.5, -2.5, -27.2, -0.9, -5.3 
30.0, 21.5, -3.5, -32.5, -1.1, -5.3 
35.0, 20.3, -4.7, -37.7, -1.2, -5.2 
40.0, 18.9, -6.1, -42.8, -1.4, -5.1 
45.0, 17.4, -7.6, -47.8, -1.5, -5.0 
50.0, 15.8, -9.2, -52.7, -1.6, -4.9 
60.0, 12.2, -12.8, -62.4, -3.6, -9.6 
70.0, 12.2, -12.8, -73.4, 0.0, -11.0 
80.1, 12.2, -12.8, -84.6, 0.0, -11.3 
90.1, 12.2, -12.8, -95.9, 0.0, -11.3 
100.1, 12.2, -12.8, -107.4, -0.0, -11.5 
119.9, 12.2, -12.8, -131.6, 0.0, -24.2 
140.0, 12.2, -12.8, -164.9, -0.0, -33.3 
142.8, 12.2, -12.8, -180.0, 0.0, -15.1 
NaN, NaN, NaN, NaN, NaN, NaN 
