% hyscan_SZA_71p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 18.2, -0.3, 10.5, -0.3, 10.5 
7.0, 18.4, -0.1, 7.4, 0.1, -3.2 
5.0, 18.4, -0.1, 5.3, 0.1, -2.1 
3.5, 18.5, -0.0, 3.7, 0.0, -1.6 
3.0, 18.5, -0.0, -3.2, 0.0, -6.9 
3.5, 18.5, -0.0, -3.7, -0.0, -0.5 
4.0, 18.5, -0.0, -4.2, -0.0, -0.5 
5.0, 18.4, -0.1, -5.3, -0.0, -1.1 
6.0, 18.4, -0.1, -6.3, -0.0, -1.1 
7.0, 18.4, -0.1, -7.4, -0.0, -1.1 
8.0, 18.3, -0.2, -8.4, -0.0, -1.1 
10.0, 18.2, -0.3, -10.5, -0.1, -2.1 
12.0, 18.1, -0.4, -12.6, -0.1, -2.1 
14.0, 17.9, -0.6, -14.7, -0.2, -2.1 
16.0, 17.8, -0.7, -16.8, -0.2, -2.1 
18.0, 17.6, -0.9, -18.9, -0.2, -2.1 
20.0, 17.3, -1.2, -21.0, -0.2, -2.1 
25.0, 16.7, -1.8, -26.2, -0.6, -5.2 
30.0, 15.9, -2.6, -31.3, -0.8, -5.1 
35.0, 15.1, -3.4, -36.4, -0.9, -5.1 
40.0, 14.1, -4.4, -41.5, -1.0, -5.1 
45.0, 14.1, -4.4, -46.8, 0.0, -5.3 
50.0, 14.1, -4.4, -52.0, 0.0, -5.3 
60.1, 14.1, -4.4, -62.8, 0.0, -10.8 
70.0, 14.1, -4.4, -73.3, 0.0, -10.5 
80.0, 14.1, -4.4, -84.0, 0.0, -10.8 
89.9, 14.1, -4.4, -94.8, 0.0, -10.8 
99.9, 14.1, -4.4, -105.8, 0.0, -11.0 
119.9, 14.1, -4.4, -128.8, -0.0, -23.0 
140.0, 14.1, -4.4, -156.5, 0.0, -27.8 
147.4, 14.1, -4.4, -180.0, 0.0, -23.5 
NaN, NaN, NaN, NaN, NaN, NaN 
