% hyscan_SZA_70_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 19.7, -0.3, 10.6, -0.3, 10.6 
7.0, 19.8, -0.2, 7.4, 0.2, -3.2 
5.0, 19.9, -0.1, 5.3, 0.1, -2.1 
3.5, 20.0, -0.0, 3.7, 0.0, -1.6 
3.0, 20.0, -0.0, -3.2, 0.0, -6.9 
3.5, 20.0, -0.0, -3.7, -0.0, -0.5 
4.0, 19.9, -0.1, -4.3, -0.0, -0.5 
5.0, 19.9, -0.1, -5.3, -0.0, -1.1 
6.0, 19.9, -0.1, -6.4, -0.0, -1.1 
7.0, 19.8, -0.2, -7.4, -0.0, -1.1 
8.0, 19.8, -0.2, -8.5, -0.0, -1.1 
10.0, 19.7, -0.3, -10.6, -0.1, -2.1 
12.0, 19.5, -0.5, -12.7, -0.1, -2.1 
14.0, 19.4, -0.6, -14.9, -0.2, -2.1 
16.0, 19.2, -0.8, -17.0, -0.2, -2.1 
18.0, 19.0, -1.0, -19.1, -0.2, -2.1 
20.0, 18.7, -1.3, -21.2, -0.2, -2.1 
25.0, 18.1, -1.9, -26.4, -0.7, -5.2 
30.0, 17.2, -2.8, -31.6, -0.8, -5.2 
35.0, 16.3, -3.7, -36.7, -1.0, -5.1 
40.0, 15.2, -4.8, -41.8, -1.1, -5.1 
45.0, 14.0, -6.0, -46.8, -1.2, -5.0 
49.9, 14.0, -6.0, -52.0, 0.0, -5.3 
60.0, 14.0, -6.0, -62.8, -0.0, -10.8 
70.0, 14.0, -6.0, -73.5, 0.0, -10.8 
80.0, 14.0, -6.0, -84.3, -0.0, -10.8 
90.1, 14.0, -6.0, -95.3, 0.0, -11.0 
100.0, 14.0, -6.0, -106.3, 0.0, -11.0 
120.0, 14.0, -6.0, -129.8, 0.0, -23.5 
140.0, 14.0, -6.0, -158.5, 0.0, -28.8 
146.0, 14.0, -6.0, -180.0, 0.0, -21.5 
NaN, NaN, NaN, NaN, NaN, NaN 
