% hyscan_SZA_43p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 45.6, -0.9, 14.4, -0.9, 14.4 
7.0, 46.1, -0.4, 10.1, 0.5, -4.3 
5.0, 46.3, -0.2, 7.2, 0.2, -2.9 
3.5, 46.4, -0.1, 5.1, 0.1, -2.2 
3.0, 46.4, -0.1, -4.4, 0.0, -9.4 
3.5, 46.4, -0.1, -5.1, -0.0, -0.7 
4.0, 46.4, -0.1, -5.8, -0.0, -0.7 
5.0, 46.3, -0.2, -7.2, -0.1, -1.4 
6.0, 46.2, -0.3, -8.7, -0.1, -1.4 
7.0, 46.1, -0.4, -10.1, -0.1, -1.4 
8.0, 45.9, -0.6, -11.5, -0.1, -1.4 
10.0, 45.6, -0.9, -14.4, -0.3, -2.8 
12.0, 45.2, -1.3, -17.2, -0.4, -2.8 
14.0, 44.7, -1.8, -19.9, -0.5, -2.8 
16.0, 44.2, -2.3, -22.6, -0.5, -2.7 
18.0, 43.6, -2.9, -25.3, -0.6, -2.7 
20.0, 43.0, -3.5, -27.9, -0.6, -2.6 
25.0, 41.1, -5.4, -34.1, -1.9, -6.2 
30.0, 38.9, -7.6, -40.0, -2.2, -5.9 
35.0, 36.5, -10.0, -45.5, -2.5, -5.5 
40.0, 33.8, -12.7, -50.6, -2.7, -5.1 
45.0, 30.9, -15.6, -55.5, -2.9, -4.8 
50.0, 27.8, -18.7, -60.0, -3.1, -4.5 
60.0, 21.3, -25.2, -68.3, -6.5, -8.3 
70.0, 14.4, -32.1, -75.9, -6.9, -7.6 
79.9, 14.4, -32.1, -90.4, 0.0, -14.5 
90.0, 14.4, -32.1, -105.7, 0.0, -15.3 
99.9, 14.4, -32.1, -121.9, 0.0, -16.3 
119.1, 14.4, -32.1, -180.0, 0.0, -58.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
