% hyscan_SZA_21_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 66.8, -2.2, 26.2, -2.2, 26.2 
7.0, 67.9, -1.1, 18.9, 1.1, -7.3 
5.0, 68.4, -0.6, 13.7, 0.5, -5.2 
3.5, 68.7, -0.3, 9.7, 0.3, -4.0 
3.0, 68.8, -0.2, -8.3, 0.1, -18.0 
3.5, 68.7, -0.3, -9.7, -0.1, -1.4 
4.0, 68.6, -0.4, -11.0, -0.1, -1.4 
5.0, 68.4, -0.6, -13.7, -0.2, -2.7 
6.0, 68.2, -0.8, -16.3, -0.2, -2.6 
7.0, 67.9, -1.1, -18.9, -0.3, -2.6 
8.0, 67.6, -1.4, -21.4, -0.3, -2.5 
10.0, 66.8, -2.2, -26.2, -0.8, -4.8 
12.0, 65.9, -3.1, -30.7, -0.9, -4.5 
14.0, 64.9, -4.1, -34.8, -1.0, -4.2 
16.0, 63.8, -5.2, -38.7, -1.1, -3.8 
18.0, 62.6, -6.4, -42.2, -1.2, -3.5 
20.0, 61.3, -7.7, -45.4, -1.3, -3.2 
25.0, 57.8, -11.2, -52.5, -3.5, -7.0 
30.0, 54.0, -15.0, -58.2, -3.8, -5.7 
35.0, 49.9, -19.1, -62.9, -4.1, -4.7 
40.0, 45.7, -23.3, -66.9, -4.2, -4.0 
45.0, 41.3, -27.7, -70.3, -4.3, -3.4 
50.0, 36.9, -32.1, -73.3, -4.4, -3.0 
60.0, 27.8, -41.2, -78.3, -9.1, -5.0 
70.0, 18.6, -50.4, -82.6, -9.2, -4.3 
80.0, 9.3, -59.7, -86.4, -9.3, -3.8 
90.0, 9.3, -59.7, -115.4, 0.0, -29.0 
100.0, 9.3, -59.7, -156.9, 0.0, -41.5 
101.7, 9.3, -59.7, -180.0, -0.0, -23.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
