% hyscan_SZA_10p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 75.5, -4.0, 44.1, -4.0, 44.1 
7.0, 77.4, -2.1, 34.0, 1.9, -10.1 
5.0, 78.4, -1.1, 25.6, 1.0, -8.3 
3.5, 78.9, -0.6, 18.6, 0.6, -7.1 
3.0, 79.1, -0.4, -16.0, 0.1, -34.6 
3.5, 78.9, -0.6, -18.6, -0.1, -2.5 
4.0, 78.8, -0.7, -21.0, -0.2, -2.4 
5.0, 78.4, -1.1, -25.6, -0.4, -4.7 
6.0, 77.9, -1.6, -30.0, -0.5, -4.3 
7.0, 77.4, -2.1, -34.0, -0.5, -4.0 
8.0, 76.8, -2.7, -37.6, -0.6, -3.7 
10.0, 75.5, -4.0, -44.1, -1.3, -6.4 
12.0, 74.1, -5.4, -49.4, -1.4, -5.3 
14.0, 72.6, -6.9, -53.8, -1.5, -4.4 
16.0, 70.9, -8.6, -57.6, -1.6, -3.7 
18.0, 69.2, -10.3, -60.7, -1.7, -3.2 
20.0, 67.5, -12.0, -63.4, -1.7, -2.7 
25.0, 63.0, -16.5, -68.7, -4.5, -5.3 
30.0, 58.4, -21.1, -72.5, -4.6, -3.8 
35.0, 53.7, -25.8, -75.4, -4.7, -2.9 
40.0, 48.9, -30.6, -77.7, -4.8, -2.3 
45.0, 44.0, -35.5, -79.7, -4.8, -1.9 
50.0, 39.2, -40.3, -81.3, -4.8, -1.6 
60.0, 29.4, -50.1, -84.0, -9.8, -2.7 
70.0, 19.7, -59.8, -86.2, -9.8, -2.2 
80.0, 9.8, -69.7, -88.2, -9.8, -2.0 
90.0, 9.8, -69.7, -159.2, 0.0, -71.0 
90.7, 9.8, -69.7, -180.0, 0.0, -20.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
