% hyscan_SZA_5p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 78.6, -5.9, 61.5, -5.9, 61.5 
7.0, 81.1, -3.4, 52.0, 2.5, -9.4 
5.0, 82.6, -1.9, 42.4, 1.5, -9.6 
3.5, 83.5, -1.0, 32.5, 0.9, -9.8 
3.0, 83.7, -0.8, -28.7, 0.3, -61.2 
3.5, 83.5, -1.0, -32.5, -0.3, -3.9 
4.0, 83.2, -1.3, -36.1, -0.3, -3.6 
5.0, 82.6, -1.9, -42.4, -0.6, -6.3 
6.0, 81.9, -2.6, -47.6, -0.7, -5.2 
7.0, 81.1, -3.4, -52.0, -0.8, -4.4 
8.0, 80.3, -4.2, -55.7, -0.8, -3.7 
10.0, 78.6, -5.9, -61.5, -1.7, -5.8 
12.0, 76.8, -7.7, -65.7, -1.8, -4.3 
14.0, 75.0, -9.5, -69.0, -1.8, -3.2 
16.0, 73.1, -11.4, -71.5, -1.9, -2.5 
18.0, 71.2, -13.3, -73.6, -1.9, -2.0 
20.0, 69.3, -15.2, -75.2, -1.9, -1.7 
25.0, 64.4, -20.1, -78.4, -4.8, -3.1 
30.0, 59.5, -25.0, -80.6, -4.9, -2.2 
35.0, 54.6, -29.9, -82.2, -4.9, -1.6 
40.0, 49.7, -34.8, -83.5, -4.9, -1.3 
45.0, 44.7, -39.8, -84.5, -4.9, -1.0 
50.0, 39.8, -44.7, -85.4, -5.0, -0.9 
60.0, 29.8, -54.7, -86.8, -9.9, -1.4 
70.0, 19.9, -64.6, -88.0, -9.9, -1.2 
80.0, 10.0, -74.5, -89.0, -10.0, -1.0 
85.5, 10.0, -74.5, -180.0, 0.0, -91.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
