% hyscan_SZA_12_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 74.4, -3.6, 40.3, -3.6, 40.3 
7.0, 76.1, -1.9, 30.6, 1.7, -9.7 
5.0, 77.0, -1.0, 22.8, 0.9, -7.7 
3.5, 77.5, -0.5, 16.4, 0.5, -6.4 
3.0, 77.6, -0.4, -14.1, 0.1, -30.5 
3.5, 77.5, -0.5, -16.4, -0.1, -2.2 
4.0, 77.4, -0.6, -18.6, -0.1, -2.2 
5.0, 77.0, -1.0, -22.8, -0.3, -4.2 
6.0, 76.6, -1.4, -26.8, -0.4, -4.0 
7.0, 76.1, -1.9, -30.6, -0.5, -3.7 
8.0, 75.6, -2.4, -34.1, -0.5, -3.5 
10.0, 74.4, -3.6, -40.3, -1.2, -6.2 
12.0, 73.1, -4.9, -45.6, -1.3, -5.3 
14.0, 71.6, -6.4, -50.2, -1.5, -4.5 
16.0, 70.1, -7.9, -54.1, -1.5, -3.9 
18.0, 68.5, -9.5, -57.4, -1.6, -3.3 
20.0, 66.8, -11.2, -60.3, -1.7, -2.9 
25.0, 62.4, -15.6, -66.0, -4.4, -5.7 
30.0, 57.9, -20.1, -70.2, -4.5, -4.2 
35.0, 53.2, -24.8, -73.5, -4.6, -3.3 
40.0, 48.5, -29.5, -76.1, -4.7, -2.6 
45.0, 43.8, -34.2, -78.3, -4.8, -2.2 
50.0, 39.0, -39.0, -80.1, -4.8, -1.8 
60.0, 29.3, -48.7, -83.2, -9.7, -3.1 
70.0, 19.5, -58.5, -85.7, -9.7, -2.5 
80.0, 9.8, -68.2, -87.9, -9.8, -2.2 
90.0, 9.8, -68.2, -144.2, 0.0, -56.3 
92.2, 9.8, -68.2, -180.0, 0.0, -35.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
