% hyscan_SZA_45_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 44.1, -0.9, 14.0, -0.9, 14.0 
7.0, 44.6, -0.4, 9.9, 0.4, -4.2 
5.0, 44.8, -0.2, 7.1, 0.2, -2.8 
3.5, 44.9, -0.1, 4.9, 0.1, -2.1 
3.0, 44.9, -0.1, -4.2, 0.0, -9.2 
3.5, 44.9, -0.1, -4.9, -0.0, -0.7 
4.0, 44.9, -0.1, -5.6, -0.0, -0.7 
5.0, 44.8, -0.2, -7.1, -0.1, -1.4 
6.0, 44.7, -0.3, -8.5, -0.1, -1.4 
7.0, 44.6, -0.4, -9.9, -0.1, -1.4 
8.0, 44.4, -0.6, -11.2, -0.1, -1.4 
10.0, 44.1, -0.9, -14.0, -0.3, -2.8 
12.0, 43.8, -1.2, -16.7, -0.4, -2.7 
14.0, 43.3, -1.7, -19.4, -0.4, -2.7 
16.0, 42.8, -2.2, -22.1, -0.5, -2.7 
18.0, 42.3, -2.7, -24.7, -0.6, -2.6 
20.0, 41.6, -3.4, -27.2, -0.6, -2.6 
25.0, 39.9, -5.1, -33.4, -1.8, -6.2 
30.0, 37.8, -7.2, -39.2, -2.1, -5.8 
35.0, 35.4, -9.6, -44.7, -2.4, -5.5 
40.0, 32.8, -12.2, -49.9, -2.6, -5.2 
45.0, 30.0, -15.0, -54.7, -2.8, -4.9 
50.0, 27.0, -18.0, -59.3, -3.0, -4.6 
60.0, 20.7, -24.3, -67.8, -6.3, -8.5 
70.0, 14.0, -31.0, -75.6, -6.7, -7.8 
80.0, 14.0, -31.0, -89.8, 0.0, -14.3 
89.9, 14.0, -31.0, -104.3, 0.0, -14.5 
99.9, 14.0, -31.0, -120.1, 0.0, -15.8 
120.0, 14.0, -31.0, -168.1, 0.0, -48.0 
121.0, 14.0, -31.0, -180.0, 0.0, -11.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
