% hyscan_SZA_50p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 38.8, -0.7, 12.9, -0.7, 12.9 
7.0, 39.1, -0.4, 9.0, 0.4, -3.8 
5.0, 39.3, -0.2, 6.5, 0.2, -2.6 
3.5, 39.4, -0.1, 4.5, 0.1, -1.9 
3.0, 39.4, -0.1, -3.9, 0.0, -8.4 
3.5, 39.4, -0.1, -4.5, -0.0, -0.6 
4.0, 39.4, -0.1, -5.2, -0.0, -0.6 
5.0, 39.3, -0.2, -6.5, -0.1, -1.3 
6.0, 39.2, -0.3, -7.8, -0.1, -1.3 
7.0, 39.1, -0.4, -9.0, -0.1, -1.3 
8.0, 39.0, -0.5, -10.3, -0.1, -1.3 
10.0, 38.8, -0.7, -12.9, -0.3, -2.5 
12.0, 38.5, -1.0, -15.4, -0.3, -2.5 
14.0, 38.1, -1.4, -17.9, -0.4, -2.5 
16.0, 37.7, -1.8, -20.4, -0.4, -2.5 
18.0, 37.2, -2.3, -22.8, -0.5, -2.4 
20.0, 36.7, -2.8, -25.3, -0.5, -2.4 
25.0, 35.2, -4.3, -31.1, -1.5, -5.9 
30.0, 33.4, -6.1, -36.8, -1.8, -5.7 
35.0, 31.4, -8.1, -42.2, -2.0, -5.4 
40.0, 29.2, -10.3, -47.4, -2.2, -5.2 
45.0, 26.7, -12.8, -52.3, -2.4, -4.9 
50.0, 24.1, -15.4, -57.1, -2.6, -4.7 
60.0, 18.5, -21.0, -66.0, -5.6, -8.9 
70.0, 12.6, -26.9, -74.3, -6.0, -8.3 
80.0, 12.6, -26.9, -87.3, 0.0, -13.0 
90.0, 12.6, -26.9, -100.6, 0.0, -13.3 
100.1, 12.6, -26.9, -114.6, 0.0, -14.0 
120.1, 12.6, -26.9, -148.1, 0.0, -33.5 
127.9, 12.6, -26.9, -180.0, 0.0, -31.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
