% hyscan_SZA_36_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 52.8, -1.2, 16.7, -1.2, 16.7 
7.0, 53.4, -0.6, 11.8, 0.6, -4.9 
5.0, 53.7, -0.3, 8.5, 0.3, -3.3 
3.5, 53.9, -0.1, 5.9, 0.2, -2.5 
3.0, 53.9, -0.1, -5.1, 0.0, -11.0 
3.5, 53.9, -0.1, -5.9, -0.0, -0.8 
4.0, 53.8, -0.2, -6.8, -0.0, -0.8 
5.0, 53.7, -0.3, -8.5, -0.1, -1.7 
6.0, 53.6, -0.4, -10.1, -0.1, -1.7 
7.0, 53.4, -0.6, -11.8, -0.2, -1.7 
8.0, 53.2, -0.8, -13.4, -0.2, -1.6 
10.0, 52.8, -1.2, -16.7, -0.4, -3.3 
12.0, 52.3, -1.7, -19.9, -0.5, -3.2 
14.0, 51.7, -2.3, -23.0, -0.6, -3.1 
16.0, 51.0, -3.0, -26.0, -0.7, -3.0 
18.0, 50.3, -3.7, -28.9, -0.7, -2.9 
20.0, 49.5, -4.5, -31.8, -0.8, -2.8 
25.0, 47.2, -6.8, -38.4, -2.3, -6.7 
30.0, 44.5, -9.5, -44.5, -2.7, -6.1 
35.0, 41.5, -12.5, -50.0, -3.0, -5.5 
40.0, 38.3, -15.7, -55.0, -3.2, -5.0 
45.0, 34.9, -19.1, -59.6, -3.4, -4.6 
50.0, 31.3, -22.7, -63.7, -3.6, -4.2 
60.0, 23.9, -30.1, -71.3, -7.5, -7.5 
70.0, 16.1, -37.9, -77.9, -7.8, -6.7 
80.0, 8.1, -45.9, -84.1, -8.0, -6.2 
90.0, 8.1, -45.9, -101.3, 0.0, -17.3 
100.0, 8.1, -45.9, -119.6, 0.0, -18.3 
117.9, 8.1, -45.9, -180.0, 0.0, -60.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
