% hyscan_SZA_75p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
9.9, 14.5, 0.0, 10.3, 0.0, 10.3 
7.0, 14.5, 0.0, 7.3, 0.0, -3.0 
5.1, 14.5, 0.0, 5.3, 0.0, -2.0 
3.4, 14.5, 0.0, 3.5, 0.0, -1.8 
2.9, 14.5, 0.0, -3.0, 0.0, -6.5 
3.4, 14.5, 0.0, -3.5, 0.0, -0.5 
4.1, 14.5, 0.0, -4.3, 0.0, -0.8 
5.1, 14.5, 0.0, -5.3, 0.0, -1.0 
6.1, 14.5, 0.0, -6.3, 0.0, -1.0 
7.0, 14.5, 0.0, -7.3, 0.0, -1.0 
8.0, 14.5, 0.0, -8.3, -0.0, -1.0 
9.9, 14.5, 0.0, -10.3, 0.0, -2.0 
12.1, 14.5, 0.0, -12.5, 0.0, -2.3 
14.0, 14.5, 0.0, -14.5, 0.0, -2.0 
16.0, 14.5, 0.0, -16.5, 0.0, -2.0 
17.9, 14.5, 0.0, -18.5, 0.0, -2.0 
20.1, 14.5, 0.0, -20.8, 0.0, -2.3 
24.9, 14.5, 0.0, -25.8, 0.0, -5.0 
30.0, 14.5, 0.0, -31.0, 0.0, -5.3 
35.1, 14.5, 0.0, -36.3, 0.0, -5.3 
40.1, 14.5, 0.0, -41.5, 0.0, -5.3 
44.9, 14.5, 0.0, -46.5, 0.0, -5.0 
50.0, 14.5, 0.0, -51.8, 0.0, -5.3 
60.1, 14.5, 0.0, -62.3, 0.0, -10.5 
70.1, 14.5, 0.0, -72.8, 0.0, -10.5 
80.0, 14.5, 0.0, -83.3, 0.0, -10.5 
89.9, 14.5, 0.0, -93.8, 0.0, -10.5 
99.9, 14.5, 0.0, -104.5, 0.0, -10.8 
120.1, 14.5, 0.0, -127.0, 0.0, -22.5 
140.1, 14.5, 0.0, -152.3, 0.0, -25.3 
151.0, 14.5, 0.0, -180.0, 0.0, -27.8 
NaN, NaN, NaN, NaN, NaN, NaN 
