% hyscan_SZA_76p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 13.5, 0.0, 10.3, 0.0, 10.3 
7.0, 13.5, 0.0, 7.3, 0.0, -3.0 
5.1, 13.5, 0.0, 5.3, 0.0, -2.0 
3.4, 13.5, 0.0, 3.5, 0.0, -1.8 
2.9, 13.5, 0.0, -3.0, 0.0, -6.5 
3.4, 13.5, 0.0, -3.5, 0.0, -0.5 
3.9, 13.5, 0.0, -4.0, 0.0, -0.5 
5.1, 13.5, 0.0, -5.3, 0.0, -1.3 
6.1, 13.5, 0.0, -6.3, 0.0, -1.0 
7.0, 13.5, 0.0, -7.3, 0.0, -1.0 
8.0, 13.5, 0.0, -8.3, -0.0, -1.0 
10.0, 13.5, 0.0, -10.3, 0.0, -2.0 
11.9, 13.5, 0.0, -12.3, 0.0, -2.0 
14.1, 13.5, 0.0, -14.5, 0.0, -2.3 
16.0, 13.5, 0.0, -16.5, 0.0, -2.0 
18.0, 13.5, 0.0, -18.5, 0.0, -2.0 
19.9, 13.5, 0.0, -20.5, 0.0, -2.0 
25.0, 13.5, 0.0, -25.8, 0.0, -5.3 
29.9, 13.5, 0.0, -30.8, 0.0, -5.0 
35.0, 13.5, 0.0, -36.0, 0.0, -5.3 
40.1, 13.5, 0.0, -41.3, 0.0, -5.3 
44.9, 13.5, 0.0, -46.3, 0.0, -5.0 
50.0, 13.5, 0.0, -51.5, 0.0, -5.3 
60.1, 13.5, 0.0, -62.0, 0.0, -10.5 
70.0, 13.5, 0.0, -72.3, 0.0, -10.3 
80.0, 13.5, 0.0, -82.8, -0.0, -10.5 
89.9, 13.5, 0.0, -93.3, 0.0, -10.5 
100.0, 13.5, 0.0, -104.0, 0.0, -10.8 
120.1, 13.5, 0.0, -126.0, 0.0, -22.0 
140.0, 13.5, 0.0, -150.3, 0.0, -24.3 
153.0, 13.5, 0.0, -180.0, 0.0, -29.8 
NaN, NaN, NaN, NaN, NaN, NaN 
